model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
ensemble,unweighted,371,22.579871757412402,27.09299191374663,0.7304582210242587,0.5983827493261455,16,8,12291.0
reference_r2,unweighted,371,23.10297808625337,26.983827493261455,0.7951482479784366,0.628032345013477,16,8,12291.0
reference_r4,unweighted,371,23.158676506738548,27.214285714285715,0.8032345013477089,0.6388140161725068,16,8,12291.0
reference,unweighted,371,23.681038782345013,28.05289757412399,0.7985175202156334,0.621967654986523,16,8,12291.0
reference_r3,unweighted,371,24.09829309703504,28.58490566037736,0.7924528301886793,0.601078167115903,16,8,12291.0
climatology,unweighted,371,24.336908636118597,30.619946091644206,0.6495956873315364,0.5417789757412399,16,8,12291.0
reference_r1,unweighted,371,24.364207439353102,29.428571428571427,0.8032345013477089,0.6199460916442049,16,8,12291.0
persistence,unweighted,371,24.879338288409706,29.07277628032345,0.6657681940700808,0.49056603773584906,16,8,12291.0
