province,split,month,actual,stage1_mean,stage1_se,stage2_correction,stage2_abstained,final_mean,final_se,crps,fit_failed,error
LA-AT,0,2008-01,4.0,4.103908898730386,19.410750502675594,0.4890585810645153,False,4.592967479794901,19.410750502675594,4.543420859975442,False,
LA-AT,0,2008-02,2.0,4.80212191253651,19.7734184426588,-1.267995203861981,False,3.534126708674529,19.7734184426588,4.6684091481534455,False,
LA-AT,0,2008-03,0.0,4.920911443366263,19.80435544110605,-2.216384913997093,False,2.7045265293691703,19.80435544110605,4.775293626200093,False,
LA-AT,1,2008-04,0.0,3.669853073058782,19.13792957457747,-2.2071636473163623,False,1.4626894257424197,19.13792957457747,4.517014727782346,False,
LA-AT,1,2008-05,4.0,4.339198631912654,19.494041883477173,-0.974479657663741,False,3.3647189742489134,19.494041883477173,4.563918180908787,False,
LA-AT,1,2008-06,10.0,4.448858213599773,19.522349784421518,0.8993217022223774,False,5.348179915822151,19.522349784421518,5.002399756140277,False,
LA-AT,2,2008-07,6.0,5.459756750625248,18.89178816023257,3.1028351232649647,False,8.562591873890213,18.89178816023257,4.5533780335101355,False,
LA-AT,2,2008-08,11.0,4.6622703190376455,19.245011557062316,4.81275666780996,False,9.475026986847606,19.245011557062316,4.545645006579699,False,
LA-AT,2,2008-09,24.0,4.362871799395936,19.273087013699882,5.380997921423293,False,9.74386972081923,19.273087013699882,8.529111474675755,False,
LA-AT,3,2008-10,47.0,8.877272286016431,18.741736923977555,5.804059134265625,False,14.681331420282056,18.741736923977555,22.390505993013488,False,
LA-AT,3,2008-11,43.0,6.234502839654927,19.106670415347576,4.57191770519182,False,10.806420544846747,19.106670415347576,22.13869203690725,False,
LA-AT,3,2008-12,23.0,5.778333396601519,19.139585784418088,2.529888963252863,False,8.308222359854382,19.139585784418088,8.763376712783733,False,
LA-AT,4,2009-01,18.0,12.648449129838081,19.026742868089503,0.4959208858396271,False,13.144370015677708,19.026742868089503,4.93814119014401,False,
LA-AT,4,2009-02,46.0,10.535457652145205,19.604445059779206,-1.611545108611142,False,8.923912543534062,19.604445059779206,26.45889165309837,False,
LA-AT,4,2009-03,77.0,10.13146299118978,19.677724429629947,-2.8128998974279056,False,7.318563093761874,19.677724429629947,58.58142242228514,False,
LA-AT,5,2009-04,99.0,33.46614649163837,19.731924679249307,-1.2208052571138759,False,32.245341234524496,19.731924679249307,55.6257644103527,False,
LA-AT,5,2009-05,0.0,22.92997263777933,20.591060802903005,-0.5416083290825241,False,22.388364308696804,20.591060802903005,13.668763280462654,False,
LA-AT,5,2009-06,24.0,20.222480696266313,20.75254876517731,0.8294853193400968,False,21.05196601560641,20.75254876517731,5.016557987885635,False,
LA-AT,6,2009-07,64.0,23.49055415798199,20.73171719463202,2.7528124338254507,False,26.24336659180744,20.73171719463202,26.6210698867902,False,
LA-AT,6,2009-08,21.0,23.107099508907414,21.676272161308784,4.020961014701159,False,27.128060523608575,21.676272161308784,5.752217988428662,False,
LA-AT,6,2009-09,17.0,22.496523438566996,21.868033730238306,4.629174661764319,False,27.125698100331313,21.868033730238306,6.948201199115635,False,
LA-AT,7,2009-10,4.0,22.53130089575577,20.850427389289425,4.039791813245584,False,26.571092709001356,20.850427389289425,13.769254413588456,False,
LA-AT,7,2009-11,16.0,24.20081714562291,21.733798622154293,3.6003945820013494,False,27.80121172762426,21.733798622154293,7.574466928482871,False,
LA-AT,7,2009-12,6.0,25.553085087465345,21.930409239224854,2.8617895273507563,False,28.4148746148161,21.930409239224854,13.545095521195503,False,
LA-BK,0,2008-01,1.0,0.48063019598686724,1.8765424473141747,-0.5159393809158865,False,-0.0353091849290193,1.8765424473141747,0.6608021725207024,False,
LA-BK,0,2008-02,0.0,0.6566622021558151,2.0044092923989947,-0.5936922108394578,False,0.06296999131635728,2.0044092923989947,0.4692095260883621,False,
