model,against,weighting,n_cells,mean_crps_model,mean_crps_against,mean_diff,skill_score,sd_diff_cell,se_cell_naive,se_cluster_location,se_cluster_split,mean_diff_by_split,se_split_level,cells_model_better,cells_model_worse,cells_tied,splits_model_better,n_splits,win_rate_cells
persistence,reference,cases,371,86.59836223090068,115.21612566729722,-28.61776343639655,0.2483833167505941,75.33454681481632,9.366041473955926,20.170421702820104,12.701520481196685,-17.212837536180974,10.728870153410316,174,197,0,5,8,0.4690026954177897
climatology,reference,cases,371,102.89885811317224,115.21612566729722,-12.31726755412497,0.1069057606544836,53.90047816698014,6.701229851676819,9.642291019857607,12.414116688357833,-2.771436418508312,6.875072123696331,165,206,0,2,8,0.444743935309973
ensemble,reference,cases,371,108.09963500870556,115.21612566729722,-7.116490658591653,0.0617664464707097,46.46250128114464,5.7764960749368255,9.55281283194544,12.898674991284016,1.8431395749910755,7.220146420272173,151,220,0,2,8,0.4070080862533692
