model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total,origin,kind,node,seeded,wall_clock_seconds,seconds_per_split,skill_vs_reference
persistence,cases,371,86.59836223090065,108.46757790253032,0.4269790903913432,0.2351313969571231,16,8,12291.0,ours,local-mlproject,analysis/03_models/01_baselines/01_persistence/a_empiricalChange,False,,,0.24838331675059433
climatology,cases,371,102.89885811317224,131.10975510536164,0.3659588316654462,0.279635505654544,16,8,12291.0,ours,local-mlproject,analysis/03_models/01_baselines/02_climatology/a_expandingWindow,False,,,0.10690576065448365
ensemble,cases,371,108.09963500870556,139.57432267512814,0.4682287852900496,0.3193393539988609,16,8,12291.0,ours,local-mlproject,analysis/03_models/03_candidate/c_ensemble,True,70.7,8.8,0.0617664464707095
reference_r4,cases,371,112.87195317435524,158.5326661785046,0.6438044097306973,0.1997396468961028,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.020345871546758154
reference_r1,cases,371,114.0460345916524,158.20397038483443,0.6028801562118623,0.1927426572288666,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.010155619006176453
reference,cases,371,115.21612566729722,160.88553616467334,0.6084736799284028,0.1785859572044585,16,8,12291.0,external,repeat-mean,analysis/03_models/02_reference,False,,,0.0
reference_r2,cases,371,115.57236689984542,165.33935399886096,0.6282645838418355,0.1335936864372305,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,-0.0030919390014632064
reference_r3,cases,371,118.37414800333578,161.46615409649337,0.5589455699292165,0.1882678382556342,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,-0.02740955155147118
