model,against,weighting,split_first_period,n_cells,mean_diff,crps_model,crps_against
persistence,reference,cases,200801,45,-10.371801658629444,20.90649024619289,31.278291904822336
persistence,reference,cases,200804,45,6.604929994783909,103.37802414157973,96.77309414679583
persistence,reference,cases,200807,45,3.978287234901697,76.87942870014045,72.90114146523875
persistence,reference,cases,200810,45,-9.051123318387337,49.94807038809345,58.99919370648078
persistence,reference,cases,200901,48,1.1235858125000031,27.879811103773587,26.756225291273584
persistence,reference,cases,200904,48,-7.944235998060508,69.40400554072926,77.34824153878976
persistence,reference,cases,200907,47,-38.04455362600645,129.3176277651637,167.36218139117017
persistence,reference,cases,200910,48,-83.99778873054967,67.03269541141648,151.03048414196618
persistence,reference_r1,cases,200801,45,-9.788180081218275,20.90649024619289,30.69467032741117
persistence,reference_r1,cases,200804,45,13.618032669895683,103.37802414157973,89.75999147168406
persistence,reference_r1,cases,200807,45,3.6136436530898943,76.87942870014045,73.26578504705056
persistence,reference_r1,cases,200810,45,-10.135322431047474,49.94807038809345,60.08339281914091
persistence,reference_r1,cases,200901,48,0.9515885683962305,27.879811103773587,26.928222535377355
persistence,reference_r1,cases,200904,48,-7.368714626842506,69.40400554072926,76.77272016757175
persistence,reference_r1,cases,200907,47,-37.092876067364465,129.3176277651637,166.41050383252815
persistence,reference_r1,cases,200910,48,-82.94782145665963,67.03269541141648,149.9805168680761
persistence,reference_r2,cases,200801,45,-9.597563720812184,20.90649024619289,30.50405396700508
persistence,reference_r2,cases,200804,45,-11.40396716169895,103.37802414157973,114.78199130327869
persistence,reference_r2,cases,200807,45,4.142140928370789,76.87942870014045,72.73728777176967
persistence,reference_r2,cases,200810,45,-10.550932354182363,49.94807038809345,60.499002742275806
persistence,reference_r2,cases,200901,48,0.7068521698113234,27.879811103773587,27.172958933962263
persistence,reference_r2,cases,200904,48,-7.014881045771919,69.40400554072926,76.41888658650116
persistence,reference_r2,cases,200907,47,-35.62497079092862,129.3176277651637,164.94259855609232
persistence,reference_r2,cases,200910,48,-79.26009779365751,67.03269541141648,146.292793205074
persistence,reference_r3,cases,200801,45,-11.96175647208122,20.90649024619289,32.868246718274115
persistence,reference_r3,cases,200804,45,9.044889849478395,103.37802414157973,94.33313429210135
persistence,reference_r3,cases,200807,45,4.115125002106752,76.87942870014045,72.7643036980337
persistence,reference_r3,cases,200810,45,-5.492489937452896,49.94807038809345,55.440560325546336
persistence,reference_r3,cases,200901,48,0.5701521415094367,27.879811103773587,27.30965896226415
persistence,reference_r3,cases,200904,48,-9.936673102404962,69.40400554072926,79.34067864313421
persistence,reference_r3,cases,200907,47,-44.833431061996784,129.3176277651637,174.1510588271605
persistence,reference_r3,cases,200910,48,-91.72807850105708,67.03269541141648,158.76077391247358
persistence,reference_r4,cases,200801,45,-10.139706360406095,20.90649024619289,31.046196606598986
persistence,reference_r4,cases,200804,45,15.16076462146052,103.37802414157973,88.21725952011921
persistence,reference_r4,cases,200807,45,4.042239356039347,76.87942870014045,72.8371893441011
persistence,reference_r4,cases,200810,45,-10.025748550866611,49.94807038809345,59.97381893896006
persistence,reference_r4,cases,200901,48,2.2657503702830226,27.879811103773587,25.614060733490568
persistence,reference_r4,cases,200904,48,-7.456675217222644,69.40400554072926,76.8606807579519
persistence,reference_r4,cases,200907,47,-34.62693658373592,129.3176277651637,163.94456434889963
persistence,reference_r4,cases,200910,48,-82.05515717082454,67.03269541141648,149.087852582241
climatology,reference,cases,200801,45,4.8832563185279145,36.16154822335025,31.278291904822336
climatology,reference,cases,200804,45,11.044431933681077,107.8175260804769,96.77309414679583
climatology,reference,cases,200807,45,5.781927354985961,78.68306882022472,72.90114146523875
climatology,reference,cases,200810,45,2.8071592106254735,61.80635291710625,58.99919370648078
climatology,reference,cases,200901,48,2.922902659198112,29.6791279504717,26.756225291273584
climatology,reference,cases,200904,48,-3.574168520946464,73.77407301784329,77.34824153878976
climatology,reference,cases,200907,47,-49.85336720276436,117.50881418840581,167.36218139117017
climatology,reference,cases,200910,48,3.8163668986257884,154.84685104059196,151.03048414196618
climatology,reference_r1,cases,200801,45,5.466877895939082,36.16154822335025,30.69467032741117
climatology,reference_r1,cases,200804,45,18.057534608792846,107.8175260804769,89.75999147168406
climatology,reference_r1,cases,200807,45,5.4172837731741605,78.68306882022472,73.26578504705056
climatology,reference_r1,cases,200810,45,1.722960097965335,61.80635291710625,60.08339281914091
climatology,reference_r1,cases,200901,48,2.75090541509434,29.6791279504717,26.928222535377355
climatology,reference_r1,cases,200904,48,-2.998647149728463,73.77407301784329,76.77272016757175
climatology,reference_r1,cases,200907,47,-48.90168964412238,117.50881418840581,166.41050383252815
climatology,reference_r1,cases,200910,48,4.866334172515853,154.84685104059196,149.9805168680761
climatology,reference_r2,cases,200801,45,5.657494256345175,36.16154822335025,30.50405396700508
climatology,reference_r2,cases,200804,45,-6.964465222801787,107.8175260804769,114.78199130327869
climatology,reference_r2,cases,200807,45,5.94578104845505,78.68306882022472,72.73728777176967
climatology,reference_r2,cases,200810,45,1.3073501748304452,61.80635291710625,60.499002742275806
climatology,reference_r2,cases,200901,48,2.506169016509433,29.6791279504717,27.172958933962263
climatology,reference_r2,cases,200904,48,-2.6448135686578786,73.77407301784329,76.41888658650116
climatology,reference_r2,cases,200907,47,-47.433784367686535,117.50881418840581,164.94259855609232
climatology,reference_r2,cases,200910,48,8.554057835517959,154.84685104059196,146.292793205074
climatology,reference_r3,cases,200801,45,3.2933015050761396,36.16154822335025,32.868246718274115
climatology,reference_r3,cases,200804,45,13.48439178837556,107.8175260804769,94.33313429210135
climatology,reference_r3,cases,200807,45,5.918765122191017,78.68306882022472,72.7643036980337
climatology,reference_r3,cases,200810,45,6.365792591559913,61.80635291710625,55.440560325546336
climatology,reference_r3,cases,200901,48,2.3694689882075464,29.6791279504717,27.30965896226415
climatology,reference_r3,cases,200904,48,-5.566605625290923,73.77407301784329,79.34067864313421
climatology,reference_r3,cases,200907,47,-56.6422446387547,117.50881418840581,174.1510588271605
climatology,reference_r3,cases,200910,48,-3.9139228718816144,154.84685104059196,158.76077391247358
climatology,reference_r4,cases,200801,45,5.115351616751265,36.16154822335025,31.046196606598986
climatology,reference_r4,cases,200804,45,19.600266560357685,107.8175260804769,88.21725952011921
climatology,reference_r4,cases,200807,45,5.84587947612361,78.68306882022472,72.8371893441011
climatology,reference_r4,cases,200810,45,1.8325339781461982,61.80635291710625,59.97381893896006
climatology,reference_r4,cases,200901,48,4.065067216981133,29.6791279504717,25.614060733490568
climatology,reference_r4,cases,200904,48,-3.0866077401086023,73.77407301784329,76.8606807579519
climatology,reference_r4,cases,200907,47,-46.435750160493825,117.50881418840581,163.94456434889963
climatology,reference_r4,cases,200910,48,5.758998458350938,154.84685104059196,149.087852582241
ensemble,reference,cases,200801,45,11.67551915609137,42.9538110609137,31.278291904822336
ensemble,reference,cases,200804,45,19.321543570789867,116.09463771758571,96.77309414679583
ensemble,reference,cases,200807,45,-3.7277133556881936,69.17342810955056,72.90114146523875
ensemble,reference,cases,200810,45,1.6345508376036175,60.6337445440844,58.99919370648078
ensemble,reference,cases,200901,48,6.711712793632073,33.46793808490566,26.756225291273584
ensemble,reference,cases,200904,48,6.604825585337469,83.95306712412723,77.34824153878976
ensemble,reference,cases,200907,47,-44.99594985305959,122.36623153811057,167.36218139117017
ensemble,reference,cases,200910,48,17.52062786522199,168.55111200718815,151.03048414196618
ensemble,reference_r1,cases,200801,45,12.259140733502537,42.9538110609137,30.69467032741117
ensemble,reference_r1,cases,200804,45,26.33464624590164,116.09463771758571,89.75999147168406
ensemble,reference_r1,cases,200807,45,-4.0923569374999955,69.17342810955056,73.26578504705056
ensemble,reference_r1,cases,200810,45,0.5503517249434808,60.6337445440844,60.08339281914091
ensemble,reference_r1,cases,200901,48,6.539715549528301,33.46793808490566,26.928222535377355
ensemble,reference_r1,cases,200904,48,7.180346956555473,83.95306712412723,76.77272016757175
ensemble,reference_r1,cases,200907,47,-44.044272294417596,122.36623153811057,166.41050383252815
ensemble,reference_r1,cases,200910,48,18.570595139112058,168.55111200718815,149.9805168680761
ensemble,reference_r2,cases,200801,45,12.44975709390863,42.9538110609137,30.50405396700508
ensemble,reference_r2,cases,200804,45,1.3126464143070042,116.09463771758571,114.78199130327869
ensemble,reference_r2,cases,200807,45,-3.5638596622191048,69.17342810955056,72.73728777176967
ensemble,reference_r2,cases,200810,45,0.13474180180859105,60.6337445440844,60.499002742275806
ensemble,reference_r2,cases,200901,48,6.294979150943395,33.46793808490566,27.172958933962263
ensemble,reference_r2,cases,200904,48,7.534180537626058,83.95306712412723,76.41888658650116
ensemble,reference_r2,cases,200907,47,-42.57636701798176,122.36623153811057,164.94259855609232
ensemble,reference_r2,cases,200910,48,22.25831880211416,168.55111200718815,146.292793205074
ensemble,reference_r3,cases,200801,45,10.085564342639595,42.9538110609137,32.868246718274115
ensemble,reference_r3,cases,200804,45,21.761503425484353,116.09463771758571,94.33313429210135
ensemble,reference_r3,cases,200807,45,-3.5908755884831383,69.17342810955056,72.7643036980337
ensemble,reference_r3,cases,200810,45,5.1931842185380575,60.6337445440844,55.440560325546336
ensemble,reference_r3,cases,200901,48,6.158279122641508,33.46793808490566,27.30965896226415
ensemble,reference_r3,cases,200904,48,4.612388480993016,83.95306712412723,79.34067864313421
ensemble,reference_r3,cases,200907,47,-51.78482728904992,122.36623153811057,174.1510588271605
ensemble,reference_r3,cases,200910,48,9.79033809471459,168.55111200718815,158.76077391247358
ensemble,reference_r4,cases,200801,45,11.90761445431472,42.9538110609137,31.046196606598986
ensemble,reference_r4,cases,200804,45,27.877378197466474,116.09463771758571,88.21725952011921
ensemble,reference_r4,cases,200807,45,-3.663761234550544,69.17342810955056,72.8371893441011
ensemble,reference_r4,cases,200810,45,0.659925605124343,60.6337445440844,59.97381893896006
ensemble,reference_r4,cases,200901,48,7.853877351415094,33.46793808490566,25.614060733490568
ensemble,reference_r4,cases,200904,48,7.092386366175332,83.95306712412723,76.8606807579519
ensemble,reference_r4,cases,200907,47,-41.57833281078906,122.36623153811057,163.94456434889963
ensemble,reference_r4,cases,200910,48,19.46325942494714,168.55111200718815,149.087852582241
