model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total,origin,kind,node,seeded,wall_clock_seconds,seconds_per_split,skill_vs_reference
ensemble,unweighted,371,18.551604981132076,23.79919137466307,0.8679245283018868,0.7681940700808625,16,8,12291.0,ours,local-mlproject,analysis/03_models/03_candidate/c_ensemble,True,145.3,18.2,0.16511284434582874
reference_r4,unweighted,371,21.86505805929919,28.640161725067387,0.8059299191374663,0.6091644204851752,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.015995858584325617
reference_r1,unweighted,371,22.01173125336927,28.796495956873315,0.8247978436657682,0.6199460916442049,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.00939505148798958
reference,unweighted,371,22.22049393800539,28.894204851752026,0.8119946091644205,0.612533692722372,16,8,12291.0,external,repeat-mean,analysis/03_models/02_reference,False,2008.3,62.8,0.0
reference_r3,unweighted,371,22.49755019407008,29.137466307277627,0.8059299191374663,0.6091644204851752,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,-0.012468501233036111
reference_r2,unweighted,371,22.50763624528302,29.002695417789756,0.8113207547169812,0.6118598382749326,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,-0.012922408839279198
climatology,unweighted,371,24.336908636118597,30.61994609164421,0.6495956873315364,0.5417789757412399,16,8,12291.0,ours,local-mlproject,analysis/03_models/01_baselines/02_climatology/a_expandingWindow,False,19.4,2.4,-0.09524606896759136
persistence,unweighted,371,24.57824721832884,29.07277628032345,0.6738544474393531,0.477088948787062,16,8,12291.0,ours,local-mlproject,analysis/03_models/01_baselines/01_persistence/a_empiricalChange,False,19.8,2.5,-0.10610714986361347
