model,against,n_cells,mean_crps_model,mean_crps_against,mean_diff,skill_score,sd_diff_cell,se_cell_naive,se_cluster_location,se_cluster_split,mean_diff_by_split,se_split_level,cells_model_better,cells_model_worse,cells_tied,splits_model_better,n_splits,win_rate_cells
ensemble,reference,371,18.551604981132076,22.220493938005394,-3.6688889568733143,0.1651128443458288,19.04702004966989,0.9888720094829692,2.436126942137598,1.8017229489983984,-3.614265620351285,1.9111755543759357,163,208,0,6,8,0.4393530997304582
climatology,reference,371,24.3369086361186,22.220493938005394,2.116414698113208,-0.0952460689675913,26.644247115345813,1.383300385960872,2.7459892386546816,1.974298554564456,2.2085509708240996,2.1150820131280232,167,204,0,3,8,0.4501347708894879
persistence,reference,371,24.57824721832884,22.220493938005394,2.357753280323451,-0.1061071498636132,39.65123597918513,2.058589600838887,4.112552867100064,2.946490378830408,2.3599968982361856,3.09540206043349,176,195,0,2,8,0.4743935309973046
