model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
persistence,cases,371,86.59836223090065,108.46757790253032,0.4269790903913432,0.2351313969571231,16,8,12291.0
ensemble,cases,371,88.48423996151656,120.65373037181678,0.7010007322431047,0.4222601903832072,16,8,12291.0
climatology,cases,371,102.89885811317224,131.10975510536164,0.3659588316654462,0.279635505654544,16,8,12291.0
reference,cases,371,115.21612566729722,160.88553616467334,0.6084736799284028,0.1785859572044585,16,8,12291.0
