model,against,weighting,split_first_period,n_cells,mean_diff,crps_model,crps_against
hier_nb,reference,unweighted,200801,45,0.9533588777777774,6.110903599999999,5.157544722222222
hier_nb,reference,unweighted,200804,45,4.845751805555555,25.54597353333333,20.70022172777778
hier_nb,reference,unweighted,200807,45,3.047136838888886,24.69270673333333,21.645569894444446
hier_nb,reference,unweighted,200810,45,2.350619633333334,20.861057622222223,18.51043798888889
hier_nb,reference,unweighted,200901,48,1.06968940625,6.801930729166667,5.732241322916667
hier_nb,reference,unweighted,200904,48,-0.6022943541666665,22.368287499999997,22.970581854166667
hier_nb,reference,unweighted,200907,47,-7.503917585106382,49.7039070212766,57.20782460638298
hier_nb,reference,unweighted,200910,48,5.236235333333334,32.61759408333334,27.38135875
hier_nb,reference_r1,unweighted,200801,45,0.7862568444444442,6.110903599999999,5.324646755555555
hier_nb,reference_r1,unweighted,200804,45,5.956758533333333,25.54597353333333,19.589215
hier_nb,reference_r1,unweighted,200807,45,2.6590914888888855,24.69270673333333,22.033615244444448
hier_nb,reference_r1,unweighted,200810,45,3.247503133333334,20.861057622222223,17.61355448888889
hier_nb,reference_r1,unweighted,200901,48,1.107998145833333,6.801930729166667,5.693932583333333
hier_nb,reference_r1,unweighted,200904,48,-0.12184666666666429,22.368287499999997,22.490134166666664
hier_nb,reference_r1,unweighted,200907,47,-7.108029446808507,49.7039070212766,56.8119364680851
hier_nb,reference_r1,unweighted,200910,48,-1.4542629583333309,32.61759408333334,34.07185704166667
hier_nb,reference_r2,unweighted,200801,45,0.9567148666666664,6.110903599999999,5.154188733333333
hier_nb,reference_r2,unweighted,200804,45,3.6333062222222217,25.54597353333333,21.91266731111111
hier_nb,reference_r2,unweighted,200807,45,3.091774777777776,24.69270673333333,21.600931955555556
hier_nb,reference_r2,unweighted,200810,45,4.342198466666666,20.861057622222223,16.518859155555557
hier_nb,reference_r2,unweighted,200901,48,0.9783747083333333,6.801930729166667,5.823556020833333
hier_nb,reference_r2,unweighted,200904,48,-2.143447583333335,22.368287499999997,24.511735083333335
hier_nb,reference_r2,unweighted,200907,47,-7.759866404255319,49.7039070212766,57.46377342553192
hier_nb,reference_r2,unweighted,200910,48,7.291442791666667,32.61759408333334,25.326151291666665
hier_nb,reference_r3,unweighted,200801,45,1.0178690222222222,6.110903599999999,5.093034577777778
hier_nb,reference_r3,unweighted,200804,45,4.541892666666666,25.54597353333333,21.00408086666667
hier_nb,reference_r3,unweighted,200807,45,2.7226220888888824,24.69270673333333,21.97008464444445
hier_nb,reference_r3,unweighted,200810,45,2.9796645555555545,20.861057622222223,17.881393066666668
hier_nb,reference_r3,unweighted,200901,48,1.0824526666666667,6.801930729166667,5.7194780624999995
hier_nb,reference_r3,unweighted,200904,48,-2.279263020833334,22.368287499999997,24.647550520833335
hier_nb,reference_r3,unweighted,200907,47,-7.677688702127658,49.7039070212766,57.381595723404246
hier_nb,reference_r3,unweighted,200910,48,7.465165479166667,32.61759408333334,25.15242860416667
hier_nb,reference_r4,unweighted,200801,45,1.0525947777777773,6.110903599999999,5.058308822222223
hier_nb,reference_r4,unweighted,200804,45,5.251049799999999,25.54597353333333,20.294923733333334
hier_nb,reference_r4,unweighted,200807,45,3.7150589999999992,24.69270673333333,20.977647733333335
hier_nb,reference_r4,unweighted,200810,45,-1.1668876222222218,20.861057622222223,22.027945244444442
hier_nb,reference_r4,unweighted,200901,48,1.1099321041666663,6.801930729166667,5.691998625
hier_nb,reference_r4,unweighted,200904,48,2.135379854166666,22.368287499999997,20.232907645833333
hier_nb,reference_r4,unweighted,200907,47,-7.470085787234045,49.7039070212766,57.17399280851064
hier_nb,reference_r4,unweighted,200910,48,7.6425960208333334,32.61759408333334,24.974998062500003
climatology,reference,unweighted,200801,45,0.20201083333333286,5.359555555555555,5.157544722222222
climatology,reference,unweighted,200804,45,5.533881427777777,26.23410315555556,20.70022172777778
climatology,reference,unweighted,200807,45,12.04820788333333,33.693777777777775,21.645569894444446
climatology,reference,unweighted,200810,45,3.1947834111111124,21.7052214,18.51043798888889
climatology,reference,unweighted,200901,48,0.09833653124999998,5.830577854166666,5.732241322916667
climatology,reference,unweighted,200904,48,-2.004677645833333,20.965904208333335,22.970581854166667
