model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total,origin,kind,node,seeded,wall_clock_seconds,seconds_per_split,skill_vs_reference
reference_r4,unweighted,371,22.120000590296495,28.68867924528302,0.8301886792452831,0.6145552560646901,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.017351297191889437
reference_r2,unweighted,371,22.387993822102423,29.52964959568733,0.8221024258760108,0.6199460916442049,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.005446089480865668
reference_r3,unweighted,371,22.45163244204852,28.82884097035041,0.8086253369272237,0.6064690026954178,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.0026190367833189843
reference,unweighted,371,22.51058850134771,29.242924528301888,0.816711590296496,0.6118598382749326,16,8,12291.0,external,repeat-mean,analysis/03_models/02_reference,False,840.3,26.3,0.0
reference_r1,unweighted,371,23.0827271509434,29.92452830188679,0.8059299191374663,0.6064690026954178,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,-0.02541642345607431
hier_nb,unweighted,371,23.656004010781672,27.66846361185984,0.7008086253369272,0.5822102425876011,16,8,12291.0,ours,local-mlproject,analysis/03_models/03_candidate/a_hierNB,True,22.8,2.9,-0.05088341023893661
climatology,unweighted,371,24.336908636118597,30.61994609164421,0.6495956873315364,0.5417789757412399,16,8,12291.0,ours,local-mlproject,analysis/03_models/01_baselines/02_climatology/a_expandingWindow,False,17.0,2.1,-0.08113160323025537
persistence,unweighted,371,24.879338288409706,29.07277628032345,0.6657681940700808,0.490566037735849,16,8,12291.0,ours,local-mlproject,analysis/03_models/01_baselines/01_persistence/a_empiricalChange,False,19.8,2.5,-0.10522824789410468
