model,against,n_cells,mean_crps_model,mean_crps_against,mean_diff,skill_score,sd_diff_cell,se_cell_naive,se_cluster_location,se_cluster_split,mean_diff_by_split,se_split_level,cells_model_better,cells_model_worse,cells_tied,splits_model_better,n_splits,win_rate_cells
ensemble,reference,371,19.434137274932613,22.098446493261452,-2.6643092183288393,0.1205654532838439,17.30633052740434,0.8984999123633197,2.3447670089683488,1.3509959300480603,-2.626238291743313,1.434116855507275,156,215,0,6,8,0.4204851752021563
persistence,reference,371,20.698014636118597,22.098446493261452,-1.4004318571428565,0.0633724120638929,22.718129947687032,1.1794665388328742,1.8183240379397576,1.423753805220897,-1.393410064693224,1.4906213378676,192,179,0,5,8,0.5175202156334232
climatology,reference,371,24.3369086361186,22.098446493261452,2.238462142857143,-0.1012950002408417,25.739915854197868,1.3363498462377232,2.683630189161409,1.9190299889005369,2.3253633878038205,2.05801756383212,165,206,0,2,8,0.444743935309973
