model,against,split_first_period,n_cells,mean_diff,crps_model,crps_against
climatology,reference_r3,200804,45,5.906148911111111,26.23410315555556,20.327954244444445
climatology,reference_r3,200807,45,12.146695911111113,33.693777777777775,21.547081866666662
climatology,reference_r3,200810,45,5.328069600000001,21.7052214,16.3771518
climatology,reference_r3,200901,48,-0.06665775000000017,5.830577854166666,5.897235604166667
climatology,reference_r3,200904,48,-4.347021333333333,20.965904208333335,25.31292554166667
climatology,reference_r3,200907,47,-7.855117553191489,51.11837406382978,58.973491617021274
climatology,reference_r3,200910,48,5.0558423333333335,29.698516229166668,24.64267389583333
climatology,reference_r4,200801,45,0.4656894666666662,5.359555555555555,4.893866088888889
climatology,reference_r4,200804,45,6.96026788888889,26.23410315555556,19.273835266666666
climatology,reference_r4,200807,45,12.253528266666669,33.693777777777775,21.440249511111105
climatology,reference_r4,200810,45,3.9728361333333346,21.7052214,17.732385266666665
climatology,reference_r4,200901,48,0.14037843749999987,5.830577854166666,5.690199416666666
climatology,reference_r4,200904,48,-3.6785781666666657,20.965904208333335,24.644482375
climatology,reference_r4,200907,47,-4.607100297872333,51.11837406382978,55.72547436170212
climatology,reference_r4,200910,48,5.332218791666667,29.698516229166668,24.3662974375
