model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
ensemble,unweighted,371,18.87189074393531,23.149595687331537,0.862533692722372,0.7574123989218329,16,8,12291.0
reference,unweighted,371,22.098446493261456,28.901954177897576,0.8039083557951483,0.6024258760107817,16,8,12291.0
climatology,unweighted,371,24.868768760107816,30.304582210242582,0.6388140161725068,0.5202156334231806,16,8,12291.0
persistence,unweighted,371,24.879338288409706,29.07277628032345,0.6657681940700808,0.490566037735849,16,8,12291.0
