province,split,month,actual,forecast_mean,forecast_se,crps,fit_failed,error
LA-AT,0,2008-01,4.0,0.0,1e-06,3.9999994358104165,False,
LA-AT,0,2008-02,2.0,0.3,0.9486832980505138,1.1924019414994873,False,
LA-AT,0,2008-03,0.0,0.0,1e-06,2.3369497725510912e-07,False,
LA-AT,1,2008-04,0.0,0.2,0.6324555320336759,0.1728248293323304,False,
LA-AT,1,2008-05,4.0,0.3,0.6749485577105528,3.319201059191668,False,
LA-AT,1,2008-06,10.0,0.6,1.8973665961010275,8.32952578934723,False,
LA-AT,2,2008-07,6.0,0.8,1.8737959096740262,4.1459237933549975,False,
LA-AT,2,2008-08,11.0,0.9,1.3703203194062976,9.326879549667163,False,
LA-AT,2,2008-09,24.0,5.3,13.098345951556887,12.213596186393806,False,
LA-AT,3,2008-10,47.0,20.3,62.79428494872939,19.136792858222147,False,
LA-AT,3,2008-11,43.0,0.0,1e-06,42.999999435810416,False,
LA-AT,3,2008-12,23.0,0.4,0.8432740427115678,22.12423356902593,False,
LA-AT,4,2009-01,18.0,0.36363636363636365,1.2060453783110545,16.955925396634626,False,
LA-AT,4,2009-02,46.0,0.45454545454545453,1.0357254813546264,44.96110901745928,False,
LA-AT,4,2009-03,77.0,0.0,1e-06,76.99999943581041,False,
LA-AT,5,2009-04,99.0,0.18181818181818182,0.6030226891555273,98.47796269831731,False,
LA-AT,5,2009-05,0.0,0.6363636363636364,1.2862913567871994,0.42369708537890616,False,
LA-AT,5,2009-06,24.0,1.4545454545454546,3.3574882386580707,20.651194654328588,False,
LA-AT,6,2009-07,64.0,1.2727272727272727,2.3702704103502237,61.38999085156167,False,
LA-AT,6,2009-08,21.0,1.8181818181818181,3.311138227805714,17.313708487746062,False,
LA-AT,6,2009-09,17.0,7.0,13.64551208273255,5.9883610611253335,False,
LA-AT,7,2009-10,4.0,22.727272727272727,60.113377727575596,16.357042461213567,False,
LA-AT,7,2009-11,16.0,3.909090909090909,12.964987816843836,7.228499885012385,False,
