province,split,month,h,actual,stage1_mean,stage1_se,stage2_correction,final_mean,final_se,crps_stage1,crps,fit_failed,error
LA-AT,0,2009-04,1,99.0,33.46614649163837,19.731924679249307,-2.2144866889903905,31.25165980264798,19.731924679249307,54.40593998695134,56.61879532616947,False,
LA-AT,0,2009-05,2,0.0,22.92997263777933,20.591060802903005,2.1432102189847138,25.073182856764042,20.591060802903005,14.063511526907522,15.68382888648118,False,
LA-AT,0,2009-06,3,24.0,20.222480696266313,20.75254876517731,9.57253275650976,29.795013452776075,20.75254876517731,5.123328034350958,5.491180106271203,False,
LA-BK,0,2009-04,1,3.0,5.135309790582992,7.34850164761349,-0.7092916822281146,4.426018108354878,7.34850164761349,1.963113780785954,1.8273608189129382,False,
LA-BK,0,2009-05,2,74.0,7.0546724872380135,8.303628213881032,0.9483110909959948,8.002983578234009,8.303628213881032,62.260506968837056,61.31219587784104,False,
LA-BK,0,2009-06,3,216.0,7.913690123583673,8.600343121495827,5.7700842585931555,13.683774382176829,8.600343121495827,203.2340858723318,197.46400161373865,False,
LA-BL,0,2009-04,1,2.0,7.41016712838446,30.171905080990104,-2.4945185968964245,4.915648531488035,30.171905080990104,7.437004833151067,7.163338223686762,False,
LA-BL,0,2009-05,2,0.0,15.807325360283087,36.260069603897826,5.897018729047997,21.704344089331084,36.260069603897826,11.180219552844836,13.50734160708035,False,
LA-BL,0,2009-06,3,7.0,20.051823867708222,38.68550817817715,14.245309427149824,34.29713329485804,38.68550817817715,10.780859688427128,16.421129154481527,False,
LA-CH,0,2009-04,1,102.0,70.91043037851901,63.388616929819214,-10.580943851257327,60.32948652726168,63.388616929819214,20.777676311875602,25.364812537040276,False,
LA-CH,0,2009-05,2,66.0,89.35834576878105,76.94402228784098,0.6988412997168206,90.05718706849787,76.94402228784098,20.78881588885009,20.957939633575037,False,
LA-CH,0,2009-06,3,124.0,130.78275431348706,82.83652802525562,48.399351592428914,179.182105905916,82.83652802525562,19.579921413603433,33.5043939695659,False,
LA-HO,0,2009-04,1,0.0,0.2794183221998053,0.9179373055755863,-0.11857459523669024,0.16084372696311505,0.9179373055755863,0.2481895335010274,0.22573225583668882,False,
LA-HO,0,2009-05,2,0.0,0.2597150706835069,0.9196956662816866,-0.006704828159333907,0.253010242524173,0.9196956662816866,0.24399440819911847,0.24252229114584353,False,
LA-HO,0,2009-06,3,0.0,0.2611044502963331,0.9197411478754594,0.1892944478789033,0.4503988981752364,0.9197411478754594,0.2443133469902313,0.3012129231208793,False,
LA-KH,0,2009-04,1,0.0,7.971621148109566,61.55100550511786,-1.1016089563509308,6.870012191758636,61.55100550511786,14.795463717057062,14.689751008890157,False,
LA-KH,0,2009-05,2,6.0,7.612167972843011,105.05056654572614,9.366320656683882,16.978488629526893,105.05056654572614,24.559659908835307,25.00709035159785,False,
LA-KH,0,2009-06,3,80.0,7.683925396138115,132.54920815726123,30.394257800907056,38.07818319704517,132.54920815726123,46.33690279663937,36.221911236777316,False,
LA-LM,0,2009-04,1,1.0,0.14702649126392314,0.6700033742032504,-0.047218643928125005,0.09980784733579814,0.6700033742032504,0.539547283978288,0.5777540348410806,False,
LA-LM,0,2009-05,2,0.0,0.15476519557829083,0.6712148945117932,0.017884217794343488,0.1726494133726343,0.6712148945117932,0.17103304398551009,0.17447904349349652,False,
LA-LM,0,2009-06,3,2.0,0.15517252043485502,0.6712331963217532,0.18086650417773065,0.33603902461258567,0.6712331963217532,1.4673382212734312,1.2881293708663188,False,
LA-LP,0,2009-04,1,0.0,16.172941839875904,41.57925288770908,-5.337217245129777,10.835724594746127,41.57925288770908,12.19533357897345,10.837076819547509,False,
LA-LP,0,2009-05,2,0.0,22.66099606211003,43.98082046173353,7.15265372667294,29.81364978878297,43.98082046173353,14.83577375597393,18.045613261908315,False,
LA-LP,0,2009-06,3,9.0,25.04584967828642,44.29857060793081,12.11844422757953,37.16429390586595,44.29857060793081,12.646036881113877,17.26472281874641,False,
LA-OU,0,2009-04,1,0.0,1.5678292722176384e-11,0.5346939049421854,0.005459556631155348,0.005459556646833641,0.5346939049421854,0.1249552799539095,0.1249775189824432,False,
LA-OU,0,2009-05,2,0.0,6.022537408921985e-12,0.5623146507521489,0.06316408479932713,0.06316408480534967,0.5623146507521489,0.13141010951773807,0.13423768864708638,False,
LA-OU,0,2009-06,3,0.0,1.1969205985760598e-11,0.6878558182791426,0.11828993723825339,0.11828993725022259,0.6878558182791426,0.1607484498075387,0.16884387756067198,False,
