model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
persistence,cases,371,86.59836223090065,108.46757790253031,0.42697909039134324,0.2351313969571231,16,8,12291.0
ensemble,cases,371,89.2793940886014,124.24399967455862,0.693108778781222,0.4255146041819217,16,8,12291.0
climatology,cases,371,102.89885811317224,131.10975510536164,0.36595883166544624,0.279635505654544,16,8,12291.0
reference_r2,cases,371,106.02608799536245,126.6835489382475,0.6324953217801643,0.47189000081360344,16,8,12291.0
reference,cases,371,107.07779333123831,128.20097022211374,0.6200878691725653,0.46414042795541455,16,8,12291.0
reference_r4,cases,371,107.07834043153527,128.30876250915304,0.5874216906679685,0.44666829387356605,16,8,12291.0
reference_r3,cases,371,107.33462148124644,129.21751688227158,0.6467333821495403,0.46318444390204216,16,8,12291.0
reference_r1,cases,371,107.87212341680905,128.59405255878286,0.6137010820925881,0.4748189732324465,16,8,12291.0
