model,against,split_first_period,n_cells,mean_diff,crps_model,crps_against
hier_nb,reference,200801,45,1.1206164166666674,6.060121311111112,4.939504894444444
hier_nb,reference,200804,45,5.152345655555556,25.5411228,20.388777144444443
hier_nb,reference,200807,45,3.358674161111115,24.818992466666668,21.460318305555553
hier_nb,reference,200810,45,3.4376631611111104,20.8807774,17.44311423888889
hier_nb,reference,200901,48,0.974137609375,6.787155833333333,5.813018223958333
hier_nb,reference,200904,48,-2.370703906250001,22.421362833333333,24.792066739583333
hier_nb,reference,200907,47,-6.79569874468085,50.13541931914894,56.931118063829786
hier_nb,reference,200910,48,8.160864760416667,32.39607029166667,24.23520553125
hier_nb,reference_r1,200801,45,1.194558555555556,6.060121311111112,4.8655627555555565
hier_nb,reference_r1,200804,45,6.090029400000001,25.5411228,19.4510934
hier_nb,reference_r1,200807,45,3.3262707777777805,24.818992466666668,21.49272168888889
hier_nb,reference_r1,200810,45,3.11421491111111,20.8807774,17.76656248888889
hier_nb,reference_r1,200901,48,0.9634672916666668,6.787155833333333,5.823688541666667
hier_nb,reference_r1,200904,48,-2.1998431041666664,22.421362833333333,24.621205937499997
hier_nb,reference_r1,200907,47,-6.514038106382974,50.13541931914894,56.64945742553191
hier_nb,reference_r1,200910,48,8.509401083333335,32.39607029166667,23.886669208333334
hier_nb,reference_r2,200801,45,1.1890561555555563,6.060121311111112,4.871065155555556
hier_nb,reference_r2,200804,45,3.0388971333333332,25.5411228,22.502225666666668
hier_nb,reference_r2,200807,45,3.4577723111111136,24.818992466666668,21.361220155555554
hier_nb,reference_r2,200810,45,2.9844199999999987,20.8807774,17.8963574
hier_nb,reference_r2,200901,48,0.9462065000000001,6.787155833333333,5.8409493333333335
hier_nb,reference_r2,200904,48,-2.1682902708333356,22.421362833333333,24.58965310416667
hier_nb,reference_r2,200907,47,-6.240629531914896,50.13541931914894,56.376048851063835
hier_nb,reference_r2,200910,48,8.350888708333333,32.39607029166667,24.045181583333335
hier_nb,reference_r3,200801,45,0.9325957333333341,6.060121311111112,5.127525577777778
hier_nb,reference_r3,200804,45,5.213168555555557,25.5411228,20.327954244444445
hier_nb,reference_r3,200807,45,3.2719106000000036,24.818992466666668,21.547081866666662
hier_nb,reference_r3,200810,45,4.5036255999999995,20.8807774,16.3771518
hier_nb,reference_r3,200901,48,0.8899202291666666,6.787155833333333,5.897235604166667
hier_nb,reference_r3,200904,48,-2.8915627083333337,22.421362833333333,25.31292554166667
hier_nb,reference_r3,200907,47,-8.838072297872342,50.13541931914894,58.973491617021274
hier_nb,reference_r3,200910,48,7.7533963958333345,32.39607029166667,24.64267389583333
hier_nb,reference_r4,200801,45,1.1662552222222229,6.060121311111112,4.893866088888889
hier_nb,reference_r4,200804,45,6.267287533333334,25.5411228,19.273835266666666
hier_nb,reference_r4,200807,45,3.37874295555556,24.818992466666668,21.440249511111105
hier_nb,reference_r4,200810,45,3.148392133333333,20.8807774,17.732385266666665
hier_nb,reference_r4,200901,48,1.0969564166666668,6.787155833333333,5.690199416666666
hier_nb,reference_r4,200904,48,-2.2231195416666663,22.421362833333333,24.644482375
hier_nb,reference_r4,200907,47,-5.590055042553187,50.13541931914894,55.72547436170212
hier_nb,reference_r4,200910,48,8.029772854166668,32.39607029166667,24.3662974375
climatology,reference,200801,45,0.4200506611111108,5.359555555555555,4.939504894444444
climatology,reference,200804,45,5.845326011111111,26.23410315555556,20.388777144444443
climatology,reference,200807,45,12.233459472222224,33.693777777777775,21.460318305555553
climatology,reference,200810,45,4.262107161111111,21.7052214,17.44311423888889
climatology,reference,200901,48,0.017559630208333208,5.830577854166666,5.813018223958333
climatology,reference,200904,48,-3.8261625312499987,20.965904208333335,24.792066739583333
