model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total,origin,kind,node,seeded,wall_clock_seconds,seconds_per_split,skill_vs_reference
boosted,unweighted,371,20.77107574393531,26.952830188679247,0.8247978436657682,0.692722371967655,16,8,12291.0,ours,local-mlproject,analysis/03_models/03_candidate/b_boosted,True,45.8,5.7,0.06006624717854736
reference_r4,unweighted,371,21.81956718059299,28.626684636118597,0.816711590296496,0.6091644204851752,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.012619860529721194
reference_r1,unweighted,371,21.917403964959565,28.556603773584907,0.8086253369272237,0.6064690026954178,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.008192545496675363
reference,unweighted,371,22.098446493261456,28.901954177897576,0.8039083557951483,0.6024258760107817,16,8,12291.0,external,repeat-mean,analysis/03_models/02_reference,False,,,0.0
reference_r2,unweighted,371,22.27197036657682,29.464959568733153,0.8086253369272237,0.5983827493261455,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,-0.007852310947209729
reference_r3,unweighted,371,22.38484446091644,28.95956873315364,0.7816711590296496,0.5956873315363881,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,-0.012960095079186607
hier_nb,unweighted,371,23.697926164420487,27.568733153638817,0.7008086253369272,0.5822102425876011,16,8,12291.0,ours,local-mlproject,analysis/03_models/03_candidate/a_hierNB,True,,,-0.07237973364538375
climatology,unweighted,371,24.336908636118597,30.61994609164421,0.6495956873315364,0.5417789757412399,16,8,12291.0,ours,local-mlproject,analysis/03_models/01_baselines/02_climatology/a_expandingWindow,False,,,-0.10129500024084148
persistence,unweighted,371,24.879338288409706,29.07277628032345,0.6657681940700808,0.490566037735849,16,8,12291.0,ours,local-mlproject,analysis/03_models/01_baselines/01_persistence/a_empiricalChange,False,,,-0.12584105384947475
