model,weighting,split_first_period,n_cells,mean_crps
climatology,unweighted,201001,228,9.66431607017544
climatology,unweighted,201004,228,26.34490963596491
climatology,unweighted,201007,228,68.50212492105263
climatology,unweighted,201010,228,13.038718578947368
ensemble,unweighted,201001,228,8.116662416666667
ensemble,unweighted,201004,228,23.939280903508774
ensemble,unweighted,201007,228,56.77222885087719
ensemble,unweighted,201010,228,13.590325021929825
persistence,unweighted,201001,228,8.598136070175439
persistence,unweighted,201004,228,27.843967017543857
persistence,unweighted,201007,228,52.560679666666665
persistence,unweighted,201010,228,54.83374836403509
reference,unweighted,201001,228,9.096869867324562
reference,unweighted,201004,228,22.6107317872807
reference,unweighted,201007,228,60.54795823903508
reference,unweighted,201010,228,12.226346057017544
reference_r1,unweighted,201001,228,9.112238197368422
reference_r1,unweighted,201004,228,22.661560201754387
reference_r1,unweighted,201007,228,60.69257625877193
reference_r1,unweighted,201010,228,12.230536451754386
reference_r2,unweighted,201001,228,9.096817469298246
reference_r2,unweighted,201004,228,22.641155780701755
reference_r2,unweighted,201007,228,60.57061169736842
reference_r2,unweighted,201010,228,12.206504201754386
reference_r3,unweighted,201001,228,9.072650675438597
reference_r3,unweighted,201004,228,22.588800855263155
reference_r3,unweighted,201007,228,60.59282123245614
reference_r3,unweighted,201010,228,12.262616530701754
reference_r4,unweighted,201001,228,9.105773127192982
reference_r4,unweighted,201004,228,22.551410311403508
reference_r4,unweighted,201007,228,60.33582376754386
reference_r4,unweighted,201010,228,12.205727043859648
