model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
ensemble,unweighted,371,22.5798717574124,27.09299191374663,0.7304582210242587,0.5983827493261455,16,8,12291.0
reference,unweighted,371,23.681038782345013,28.05289757412399,0.7985175202156334,0.621967654986523,16,8,12291.0
climatology,unweighted,371,24.336908636118597,30.61994609164421,0.6495956873315364,0.5417789757412399,16,8,12291.0
persistence,unweighted,371,24.879338288409706,29.07277628032345,0.6657681940700808,0.490566037735849,16,8,12291.0
