model,against,weighting,split_first_period,n_cells,mean_diff,crps_model,crps_against
ensemble,reference,unweighted,201001,228,-0.9802074506578945,8.116662416666667,9.096869867324562
ensemble,reference,unweighted,201004,228,1.3285491162280707,23.939280903508774,22.6107317872807
ensemble,reference,unweighted,201007,228,-3.775729388157894,56.77222885087719,60.54795823903508
ensemble,reference,unweighted,201010,228,1.3639789649122804,13.590325021929825,12.226346057017544
ensemble,reference_r1,unweighted,201001,228,-0.9955757807017542,8.116662416666667,9.112238197368422
ensemble,reference_r1,unweighted,201004,228,1.2777207017543866,23.939280903508774,22.661560201754387
ensemble,reference_r1,unweighted,201007,228,-3.9203474078947367,56.77222885087719,60.69257625877193
ensemble,reference_r1,unweighted,201010,228,1.3597885701754384,13.590325021929825,12.230536451754386
ensemble,reference_r2,unweighted,201001,228,-0.9801550526315789,8.116662416666667,9.096817469298246
ensemble,reference_r2,unweighted,201004,228,1.2981251228070179,23.939280903508774,22.641155780701755
ensemble,reference_r2,unweighted,201007,228,-3.798382846491229,56.77222885087719,60.57061169736842
ensemble,reference_r2,unweighted,201010,228,1.3838208201754383,13.590325021929825,12.206504201754386
ensemble,reference_r3,unweighted,201001,228,-0.9559882587719296,8.116662416666667,9.072650675438597
ensemble,reference_r3,unweighted,201004,228,1.3504800482456147,23.939280903508774,22.588800855263155
ensemble,reference_r3,unweighted,201007,228,-3.8205923815789467,56.77222885087719,60.59282123245614
ensemble,reference_r3,unweighted,201010,228,1.3277084912280697,13.590325021929825,12.262616530701754
ensemble,reference_r4,unweighted,201001,228,-0.9891107105263157,8.116662416666667,9.105773127192982
ensemble,reference_r4,unweighted,201004,228,1.3878705921052634,23.939280903508774,22.551410311403508
ensemble,reference_r4,unweighted,201007,228,-3.5635949166666667,56.77222885087719,60.33582376754386
ensemble,reference_r4,unweighted,201010,228,1.3845979780701752,13.590325021929825,12.205727043859648
climatology,reference,unweighted,201001,228,0.5674462028508774,9.66431607017544,9.096869867324562
climatology,reference,unweighted,201004,228,3.734177848684211,26.34490963596491,22.6107317872807
climatology,reference,unweighted,201007,228,7.9541666820175445,68.50212492105263,60.54795823903508
climatology,reference,unweighted,201010,228,0.8123725219298249,13.038718578947368,12.226346057017544
climatology,reference_r1,unweighted,201001,228,0.5520778728070177,9.66431607017544,9.112238197368422
climatology,reference_r1,unweighted,201004,228,3.683349434210527,26.34490963596491,22.661560201754387
climatology,reference_r1,unweighted,201007,228,7.809548662280702,68.50212492105263,60.69257625877193
climatology,reference_r1,unweighted,201010,228,0.8081821271929825,13.038718578947368,12.230536451754386
climatology,reference_r2,unweighted,201001,228,0.5674986008771931,9.66431607017544,9.096817469298246
climatology,reference_r2,unweighted,201004,228,3.7037538552631584,26.34490963596491,22.641155780701755
climatology,reference_r2,unweighted,201007,228,7.93151322368421,68.50212492105263,60.57061169736842
climatology,reference_r2,unweighted,201010,228,0.8322143771929827,13.038718578947368,12.206504201754386
climatology,reference_r3,unweighted,201001,228,0.5916653947368423,9.66431607017544,9.072650675438597
climatology,reference_r3,unweighted,201004,228,3.756108780701755,26.34490963596491,22.588800855263155
climatology,reference_r3,unweighted,201007,228,7.909303688596491,68.50212492105263,60.59282123245614
climatology,reference_r3,unweighted,201010,228,0.7761020482456141,13.038718578947368,12.262616530701754
climatology,reference_r4,unweighted,201001,228,0.5585429429824562,9.66431607017544,9.105773127192982
climatology,reference_r4,unweighted,201004,228,3.7934993245614037,26.34490963596491,22.551410311403508
climatology,reference_r4,unweighted,201007,228,8.166301153508773,68.50212492105263,60.33582376754386
climatology,reference_r4,unweighted,201010,228,0.8329915350877196,13.038718578947368,12.205727043859648
persistence,reference,unweighted,201001,228,-0.4987337971491226,8.598136070175439,9.096869867324562
persistence,reference,unweighted,201004,228,5.233235230263158,27.843967017543857,22.6107317872807
persistence,reference,unweighted,201007,228,-7.987278572368421,52.560679666666665,60.54795823903508
persistence,reference,unweighted,201010,228,42.607402307017544,54.83374836403509,12.226346057017544
persistence,reference_r1,unweighted,201001,228,-0.5141021271929823,8.598136070175439,9.112238197368422
persistence,reference_r1,unweighted,201004,228,5.1824068157894745,27.843967017543857,22.661560201754387
persistence,reference_r1,unweighted,201007,228,-8.131896592105264,52.560679666666665,60.69257625877193
persistence,reference_r1,unweighted,201010,228,42.603211912280706,54.83374836403509,12.230536451754386
persistence,reference_r2,unweighted,201001,228,-0.4986813991228069,8.598136070175439,9.096817469298246
persistence,reference_r2,unweighted,201004,228,5.202811236842106,27.843967017543857,22.641155780701755
persistence,reference_r2,unweighted,201007,228,-8.009932030701755,52.560679666666665,60.57061169736842
persistence,reference_r2,unweighted,201010,228,42.6272441622807,54.83374836403509,12.206504201754386
persistence,reference_r3,unweighted,201001,228,-0.47451460526315775,8.598136070175439,9.072650675438597
persistence,reference_r3,unweighted,201004,228,5.255166162280702,27.843967017543857,22.588800855263155
persistence,reference_r3,unweighted,201007,228,-8.032141565789473,52.560679666666665,60.59282123245614
persistence,reference_r3,unweighted,201010,228,42.57113183333333,54.83374836403509,12.262616530701754
persistence,reference_r4,unweighted,201001,228,-0.5076370570175437,8.598136070175439,9.105773127192982
persistence,reference_r4,unweighted,201004,228,5.292556706140351,27.843967017543857,22.551410311403508
persistence,reference_r4,unweighted,201007,228,-7.775144100877194,52.560679666666665,60.33582376754386
persistence,reference_r4,unweighted,201010,228,42.62802132017544,54.83374836403509,12.205727043859648
