model,against,weighting,n_cells,mean_crps_model,mean_crps_against,mean_diff,skill_score,sd_diff_cell,se_cell_naive,se_cluster_location,se_cluster_split,mean_diff_by_split,se_split_level,cells_model_better,cells_model_worse,cells_tied,splits_model_better,n_splits,win_rate_cells
ensemble,reference,unweighted,912,25.604624298245614,26.120476487664476,-0.5158521894188592,0.019748957859267002,16.09419984469423,0.5329322113842178,0.5432246121735028,1.0540993342827407,-0.5158521894188592,1.2171690688014911,369,543,0,2,4,0.40460526315789475
ensemble,reference_r1,unweighted,912,25.604624298245614,26.174227777412277,-0.5696034791666665,0.021761997488927487,16.111865117383505,0.5335171670160508,0.5572720728179963,1.0765714556830195,-0.5696034791666664,1.2431176394809171,368,544,0,2,4,0.40350877192982454
ensemble,reference_r2,unweighted,912,25.604624298245614,26.1287722872807,-0.5241479890350879,0.020060184354327215,16.069008196207637,0.5320980325455102,0.5342346650271121,1.0574019048738539,-0.5241479890350879,1.220982548841085,371,541,0,2,4,0.4067982456140351
ensemble,reference_r3,unweighted,912,25.604624298245614,26.129222323464912,-0.524598025219298,0.020077062329872386,16.190013965526525,0.5361049339668706,0.5527801138193135,1.0605609819578243,-0.524598025219298,1.2246303368507276,373,539,0,2,4,0.40899122807017546
ensemble,reference_r4,unweighted,912,25.604624298245614,26.0496835625,-0.44505926425438597,0.017085016145650056,16.118155921639758,0.533725476360785,0.5325795792426247,1.0225132662428635,-0.44505926425438597,1.1806966190305617,367,545,0,2,4,0.4024122807017544
climatology,reference,unweighted,912,29.387517301535087,26.120476487664476,3.267040813870615,-0.12507585056549364,18.80702711872125,0.6227628989736514,0.7843269903311627,1.4895589406023197,3.2670408138706146,1.7199945106611259,328,584,0,0,4,0.35964912280701755
climatology,reference_r1,unweighted,912,29.387517301535087,26.174227777412277,3.2132895241228074,-0.12276539928699637,18.777408384472448,0.6217821246764552,0.7914548451052479,1.462300059581589,3.213289524122807,1.6885186660708724,331,581,0,0,4,0.36293859649122806
climatology,reference_r2,unweighted,912,29.387517301535087,26.1287722872807,3.2587450142543863,-0.12471864266813326,18.810668074644298,0.6228834630719196,0.7766167222704342,1.4824737307484404,3.2587450142543863,1.7118132150283218,330,582,0,0,4,0.3618421052631579
climatology,reference_r3,unweighted,912,29.387517301535087,26.129222323464912,3.2582949780701758,-0.1246992710971011,18.853776717876148,0.6243109328926635,0.7947351998222885,1.4822258533001502,3.2582949780701758,1.7115269908053288,334,578,0,0,4,0.36622807017543857
climatology,reference_r4,unweighted,912,29.387517301535087,26.0496835625,3.3378337390350876,-0.12813336987479151,18.88236030063504,0.6252574298987884,0.7773871325769246,1.5313478641005691,3.337833739035088,1.7682482031228444,325,587,0,0,4,0.35635964912280704
persistence,reference,unweighted,912,35.95913277960526,26.120476487664476,9.838656291940792,-0.3766645029077911,57.674445508452095,1.909791731293237,2.0513262699324395,9.745595820024812,9.83865629194079,11.253244740209235,346,566,0,2,4,0.3793859649122807
persistence,reference_r1,unweighted,912,35.95913277960526,26.174227777412277,9.784905002192984,-0.3738373901764973,57.7424921817425,1.9120449818073313,2.0482321422321434,9.763790200343404,9.784905002192984,11.27425380095859,344,568,0,2,4,0.37719298245614036
persistence,reference_r2,unweighted,912,35.95913277960526,26.1287722872807,9.83036049232456,-0.37622741643739266,57.675039290565394,1.9098113933837897,2.0334312189510366,9.75325245198677,9.83036049232456,11.262085857257878,348,564,0,2,4,0.3815789473684211
persistence,reference_r3,unweighted,912,35.95913277960526,26.129222323464912,9.82991045614035,-0.37620371300958166,57.71843459944627,1.9112483556527287,2.061751060826462,9.74086091198042,9.82991045614035,11.247777339341198,349,563,0,2,4,0.3826754385964912
persistence,reference_r4,unweighted,912,35.95913277960526,26.0496835625,9.909449217105264,-0.38040574248550474,57.5931163909124,1.9070986550994151,2.0629194800570247,9.724586058627875,9.909449217105264,11.22898475741297,342,570,0,2,4,0.375
