model,against,n_cells,mean_crps_model,mean_crps_against,mean_diff,skill_score,sd_diff_cell,se_cell_naive,se_cluster_location,se_cluster_split,mean_diff_by_split,se_split_level,cells_model_better,cells_model_worse,cells_tied,splits_model_better,n_splits,win_rate_cells
ensemble,reference,371,19.006490361185985,22.937393873315365,-3.930903512129379,0.1713753329536913,19.64046126944303,1.0196819424791423,2.3363520834476557,1.7570561751811702,-3.8887653589483593,1.8716330245877464,187,184,0,5,8,0.5040431266846361
climatology,reference,371,24.3369086361186,22.937393873315365,1.3995147628032338,-0.0610145498888339,26.293764906549473,1.3651042563197695,2.6903971129495647,1.900670105595717,1.4763021125203162,2.06030924493404,178,193,0,3,8,0.4797843665768194
persistence,reference,371,24.879338288409706,22.937393873315365,1.9419444150943403,-0.0846628185320363,40.600815777406304,2.107889327556384,4.199193319615631,2.801014019021335,1.92372243527076,2.953168531070778,191,180,0,3,8,0.5148247978436657
