model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
ensemble,unweighted,371,19.006490361185985,23.71563342318059,0.8652291105121294,0.7735849056603774,16,8,12291.0
reference,unweighted,371,22.937393873315365,29.123315363881403,0.8295148247978437,0.6199460916442049,16,8,12291.0
climatology,unweighted,371,24.336908636118597,30.61994609164421,0.6495956873315364,0.5417789757412399,16,8,12291.0
persistence,unweighted,371,24.879338288409706,29.07277628032345,0.6657681940700808,0.490566037735849,16,8,12291.0
