model,weighting,location,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,observed_total
climatology,unweighted,TH-10,24,98.023681125,59.375,1.0,1.0,3930.0
climatology,unweighted,TH-11,24,23.216885583333333,27.4375,0.7916666666666666,0.7083333333333334,1521.0
climatology,unweighted,TH-12,24,20.810526125,24.375,0.9583333333333334,0.875,1412.0
climatology,unweighted,TH-13,24,14.952422666666669,20.104166666666668,0.9166666666666666,0.75,864.0
climatology,unweighted,TH-14,24,7.713183166666666,7.354166666666667,0.8333333333333334,0.5833333333333334,294.0
climatology,unweighted,TH-15,24,9.726507791666666,15.1875,0.8333333333333334,0.5833333333333334,501.0
climatology,unweighted,TH-16,24,12.951858625,15.020833333333334,0.75,0.6666666666666666,560.0
climatology,unweighted,TH-17,24,2.4189643333333337,2.4791666666666665,0.9166666666666666,0.75,33.0
climatology,unweighted,TH-18,24,7.827492291666666,11.0,0.625,0.4583333333333333,348.0
climatology,unweighted,TH-19,24,8.602555416666666,10.291666666666666,0.9583333333333334,0.7083333333333334,486.0
climatology,unweighted,TH-20,24,24.825272208333335,33.479166666666664,1.0,0.9166666666666666,1157.0
climatology,unweighted,TH-21,24,15.443911791666666,24.125,1.0,0.75,1288.0
climatology,unweighted,TH-22,24,14.186461416666667,20.479166666666668,0.9583333333333334,0.6666666666666666,969.0
climatology,unweighted,TH-23,24,6.264778083333333,9.229166666666666,0.8333333333333334,0.5833333333333334,347.0
climatology,unweighted,TH-24,24,9.826088541666666,12.125,0.9583333333333334,0.8333333333333334,631.0
climatology,unweighted,TH-25,24,12.046847125,18.020833333333332,0.7916666666666666,0.5416666666666666,1022.0
climatology,unweighted,TH-26,24,6.8721845833333335,7.6875,0.5833333333333334,0.5416666666666666,219.0
climatology,unweighted,TH-27,24,15.40571025,18.0,0.6666666666666666,0.4166666666666667,712.0
climatology,unweighted,TH-30,24,29.050603958333337,19.6875,1.0,0.875,1383.0
climatology,unweighted,TH-31,24,21.085228166666667,12.458333333333334,1.0,0.9583333333333334,950.0
climatology,unweighted,TH-32,24,21.82636066666667,16.458333333333332,0.9583333333333334,0.9166666666666666,1550.0
climatology,unweighted,TH-33,24,20.559235875,22.958333333333332,0.9166666666666666,0.75,1683.0
climatology,unweighted,TH-34,24,19.516432708333333,12.354166666666666,0.7083333333333334,0.5,221.0
climatology,unweighted,TH-35,24,4.855120833333332,4.208333333333333,1.0,0.875,169.0
climatology,unweighted,TH-36,24,13.447814041666668,13.0625,0.9166666666666666,0.7916666666666666,682.0
climatology,unweighted,TH-37,24,6.558635333333332,7.833333333333333,0.7916666666666666,0.5,305.0
