model,weighting,split_first_period,n_cells,mean_crps
climatology,unweighted,200801,228,8.8075
climatology,unweighted,200804,228,23.266798245614034
climatology,unweighted,200807,228,32.02934210526316
climatology,unweighted,200810,228,13.437982456140352
climatology,unweighted,200901,228,7.107183495614035
climatology,unweighted,200904,228,17.390312285087717
climatology,unweighted,200907,228,19.943199092105264
climatology,unweighted,200910,228,8.82740072368421
ensemble,unweighted,200801,228,6.5394819780701745
ensemble,unweighted,200804,228,19.057896052631577
ensemble,unweighted,200807,228,22.243907302631577
ensemble,unweighted,200810,228,9.864539421052633
ensemble,unweighted,200901,228,5.548390723684211
ensemble,unweighted,200904,228,15.108673377192984
ensemble,unweighted,200907,228,14.769653583333334
ensemble,unweighted,200910,228,7.033515855263158
persistence,unweighted,200801,228,6.743836166666667
persistence,unweighted,200804,228,24.023260184210525
persistence,unweighted,200807,228,23.283152118421054
persistence,unweighted,200810,228,16.284771758771928
persistence,unweighted,200901,228,6.436968877192983
persistence,unweighted,200904,228,17.805000307017544
persistence,unweighted,200907,228,16.59928380263158
persistence,unweighted,200910,228,9.689930578947369
reference,unweighted,200801,228,6.304942949561403
reference,unweighted,200804,228,17.338472649122807
reference,unweighted,200807,228,25.466883676535087
reference,unweighted,200810,228,10.25312294627193
reference,unweighted,200901,228,6.106852541666667
reference,unweighted,200904,228,21.240950300438595
reference,unweighted,200907,228,14.655498504385964
reference,unweighted,200910,228,8.18032393859649
reference_r1,unweighted,200801,228,6.300474355263158
reference_r1,unweighted,200804,228,17.422847605263158
reference_r1,unweighted,200807,228,25.42027997368421
reference_r1,unweighted,200810,228,10.252665157894738
reference_r1,unweighted,200901,228,6.076348596491228
reference_r1,unweighted,200904,228,21.373225811403508
reference_r1,unweighted,200907,228,14.679014342105264
reference_r1,unweighted,200910,228,8.171735337719298
reference_r2,unweighted,200801,228,6.293198416666667
reference_r2,unweighted,200804,228,17.3404895
reference_r2,unweighted,200807,228,25.435171035087716
reference_r2,unweighted,200810,228,10.249128644736842
reference_r2,unweighted,200901,228,6.167886824561403
reference_r2,unweighted,200904,228,21.15503106140351
reference_r2,unweighted,200907,228,14.58268035526316
reference_r2,unweighted,200910,228,8.213823460526315
reference_r3,unweighted,200801,228,6.325757074561403
reference_r3,unweighted,200804,228,17.329311978070177
reference_r3,unweighted,200807,228,25.398055271929827
reference_r3,unweighted,200810,228,10.288703
reference_r3,unweighted,200901,228,6.085356052631579
reference_r3,unweighted,200904,228,21.289856394736844
reference_r3,unweighted,200907,228,14.703864065789473
reference_r3,unweighted,200910,228,8.156828197368421
reference_r4,unweighted,200801,228,6.300341951754386
reference_r4,unweighted,200804,228,17.261241513157895
reference_r4,unweighted,200807,228,25.614028425438594
reference_r4,unweighted,200810,228,10.221994982456142
reference_r4,unweighted,200901,228,6.0978186929824565
reference_r4,unweighted,200904,228,21.145687934210528
reference_r4,unweighted,200907,228,14.656435254385965
reference_r4,unweighted,200910,228,8.17890875877193
