model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
ensemble,unweighted,1824,12.520757286732456,15.490405701754383,0.9665570175438596,0.7708333333333334,76,8,61839.0
reference,unweighted,1824,13.693380938322369,18.609169407894736,0.805921052631579,0.5344024122807017,76,8,61839.0
persistence,unweighted,1824,15.108275474232457,20.026315789473685,0.8536184210526315,0.4862938596491228,76,8,61839.0
climatology,unweighted,1824,16.351214800438594,18.093475877192983,0.8410087719298246,0.6770833333333334,76,8,61839.0
