model,location,time_period,horizon_distance,crps,abs_error,in_10_90,in_25_75,observed,split_first_period,n_samples
climatology,TH-10,200801,1,98.99999999999996,18.5,1.0,1.0,122.0,200801,1000
climatology,TH-10,200802,2,85.61000000000001,12.5,1.0,1.0,107.0,200801,1000
climatology,TH-10,200803,3,95.67,15.5,1.0,1.0,102.0,200801,1000
climatology,TH-10,200804,1,63.870000000000005,5.0,1.0,1.0,91.0,200804,1000
climatology,TH-10,200805,2,73.51999999999998,40.0,1.0,1.0,115.0,200804,1000
climatology,TH-10,200806,3,116.85,118.5,1.0,1.0,123.0,200804,1000
climatology,TH-10,200807,1,139.47000000000003,174.0,1.0,1.0,116.0,200807,1000
climatology,TH-10,200808,2,141.74,161.0,1.0,1.0,175.0,200807,1000
climatology,TH-10,200809,3,115.95,139.5,1.0,1.0,112.0,200807,1000
climatology,TH-10,200810,1,102.62,72.5,1.0,1.0,299.0,200810,1000
climatology,TH-10,200811,2,112.67999999999998,23.5,1.0,1.0,235.0,200810,1000
climatology,TH-10,200812,3,95.86,7.5,1.0,1.0,160.0,200810,1000
climatology,TH-10,200901,1,83.78189999999998,20.0,1.0,1.0,142.0,200901,1000
climatology,TH-10,200902,2,72.87364099999996,22.0,1.0,1.0,85.0,200901,1000
climatology,TH-10,200903,3,79.22432699999999,0.0,1.0,1.0,102.0,200901,1000
climatology,TH-10,200904,1,60.50074699999999,34.0,1.0,1.0,57.0,200904,1000
climatology,TH-10,200905,2,61.33191199999999,5.0,1.0,1.0,120.0,200904,1000
climatology,TH-10,200906,3,98.992756,44.0,1.0,1.0,186.0,200904,1000
climatology,TH-10,200907,1,123.59510700000004,90.0,1.0,1.0,206.0,200907,1000
climatology,TH-10,200908,2,124.934894,84.0,1.0,1.0,259.0,200907,1000
climatology,TH-10,200909,3,104.559467,103.0,1.0,1.0,223.0,200907,1000
climatology,TH-10,200910,1,91.09962199999998,68.0,1.0,1.0,231.0,200910,1000
climatology,TH-10,200911,2,96.460308,35.0,1.0,1.0,270.0,200910,1000
climatology,TH-10,200912,3,112.373666,132.0,1.0,1.0,292.0,200910,1000
climatology,TH-11,200801,1,12.529999999999998,6.0,1.0,1.0,34.0,200801,1000
climatology,TH-11,200802,2,16.540000000000003,16.0,1.0,1.0,31.0,200801,1000
climatology,TH-11,200803,3,16.21,0.0,1.0,1.0,29.0,200801,1000
climatology,TH-11,200804,1,11.959999999999996,5.5,1.0,1.0,31.0,200804,1000
climatology,TH-11,200805,2,14.080000000000002,21.5,1.0,1.0,54.0,200804,1000
climatology,TH-11,200806,3,42.75,70.5,1.0,0.0,120.0,200804,1000
climatology,TH-11,200807,1,74.55000000000001,102.5,0.0,0.0,145.0,200807,1000
climatology,TH-11,200808,2,59.17999999999999,95.0,0.0,0.0,146.0,200807,1000
climatology,TH-11,200809,3,60.059999999999995,98.0,0.0,0.0,132.0,200807,1000
climatology,TH-11,200810,1,43.43,61.5,0.0,0.0,106.0,200810,1000
climatology,TH-11,200811,2,31.610000000000003,49.5,0.0,0.0,96.0,200810,1000
climatology,TH-11,200812,3,19.17,40.5,1.0,0.0,61.0,200810,1000
climatology,TH-11,200901,1,11.276093,10.0,1.0,1.0,24.0,200901,1000
