model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
reference,unweighted,371,22.4529442425876,29.184636118598384,0.8153638814016172,0.6111859838274932,16,8,12291.0
ensemble,unweighted,371,23.09191011590296,27.432614555256063,0.7250673854447439,0.5902964959568733,16,8,12291.0
climatology,unweighted,371,24.336908636118597,30.61994609164421,0.6495956873315364,0.5417789757412399,16,8,12291.0
persistence,unweighted,371,24.879338288409706,29.07277628032345,0.6657681940700808,0.490566037735849,16,8,12291.0
