model,against,n_cells,mean_crps_model,mean_crps_against,mean_diff,skill_score,sd_diff_cell,se_cell_naive,se_cluster_location,se_cluster_split,mean_diff_by_split,se_split_level,cells_model_better,cells_model_worse,cells_tied,splits_model_better,n_splits,win_rate_cells
ensemble,reference,371,18.750661778975743,21.469145993935314,-2.718484214959569,0.12662283892090997,19.56430300954252,1.0157280026339512,2.91228426235568,1.2466396285329173,-2.69096992926086,1.3154694120637822,180,191,0,7,8,0.48517520215633425
ensemble,reference_r1,371,18.750661778975743,21.479332377358492,-2.7286705983827493,0.1270370303156656,19.372076596529034,1.0057481045282817,2.8939357416859512,1.2271498990831433,-2.7023047189679374,1.296041800794329,181,190,0,7,8,0.48787061994609165
ensemble,reference_r2,371,18.750661778975743,21.50741704851752,-2.7567552695417787,0.1281769569689819,19.40753767268553,1.0075891518703783,2.9126593239563285,1.2254045957858892,-2.7277688358931735,1.2934662542535198,179,192,0,7,8,0.48247978436657685
ensemble,reference_r3,371,18.750661778975743,21.479903229110512,-2.7292414501347717,0.12706023025448177,19.882407343406527,1.032243156764783,2.9151891230708418,1.341211367888695,-2.699846434567081,1.414705203808134,180,191,0,7,8,0.48517520215633425
ensemble,reference_r4,371,18.750661778975743,21.40993132075472,-2.6592695417789756,0.12420728968901862,19.756240237726,1.0256928870113202,2.9283456738691904,1.199842678496674,-2.633959727615248,1.2651523550689838,175,196,0,7,8,0.4716981132075472
climatology,reference,371,24.134000749326145,21.469145993935314,2.6648547553908357,-0.12412486067883699,27.535666030708274,1.429580550092945,3.403371507551185,1.9457811837225842,2.7040999306165046,2.076603742828624,179,192,0,3,8,0.48247978436657685
climatology,reference_r1,371,24.134000749326145,21.479332377358492,2.654668371967655,-0.12359175440508374,27.094983966822248,1.4067014773077178,3.373800363524511,1.8862068259147449,2.692765140909427,2.0147639502681747,180,191,0,3,8,0.48517520215633425
climatology,reference_r2,371,24.134000749326145,21.50741704851752,2.626583700808627,-0.12212455335215022,27.28410311629076,1.41652005432811,3.40330994251754,1.9304968042518762,2.6673010239841908,2.0619314868267624,178,193,0,3,8,0.4797843665768194
climatology,reference_r3,371,24.134000749326145,21.479903229110512,2.654097520215633,-0.12356189373417115,28.132120433858226,1.460546919775434,3.40753448899011,2.035867690194509,2.6952234253102834,2.171854133646615,177,194,0,3,8,0.477088948787062
climatology,reference_r4,371,24.134000749326145,21.40993132075472,2.7240694285714295,-0.1272339171835979,27.737631246603737,1.4400660616515717,3.429547732070337,1.9350577607290067,2.7611101322621168,2.0625926181941945,177,194,0,3,8,0.477088948787062
persistence,reference,371,24.616087997304582,21.469145993935314,3.146942003369274,-0.14657974771135418,38.80412999108549,2.0146100492600736,3.907087821025343,2.64812339484469,3.134830330066121,2.7893392305983973,169,202,0,3,8,0.4555256064690027
persistence,reference_r1,371,24.616087997304582,21.479332377358492,3.1367556199460918,-0.14603599240600995,38.961398254689755,2.0227750106793767,3.8947358394421046,2.6025907870030345,3.123495540359042,2.7418787084732994,167,204,0,3,8,0.4501347708894879
persistence,reference_r2,371,24.616087997304582,21.50741704851752,3.108670948787063,-0.1445394833686613,38.88744217925869,2.018935402555152,3.914607121127584,2.627780566310342,3.0980314234338073,2.768898733332521,171,200,0,3,8,0.4609164420485175
persistence,reference_r3,371,24.616087997304582,21.479903229110512,3.13618476819407,-0.14600553525510174,38.52868276295957,2.0003095417122743,3.9088708280434292,2.743412681266439,3.1259538247598995,2.8902198717806975,171,200,0,3,8,0.4609164420485175
persistence,reference_r4,371,24.616087997304582,21.40993132075472,3.206156676549867,-0.14975090898315147,38.9212039907213,2.020688228470059,3.9109256662572327,2.6219743780716644,3.1918405317117324,2.759805231890624,166,205,0,3,8,0.4474393530997305
