model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
ensemble,unweighted,371,19.011371735849057,23.704851752021565,0.8652291105121294,0.7681940700808625,16,8,12291.0
reference,unweighted,371,21.969695783018867,28.64487870619946,0.8194070080862533,0.6185983827493261,16,8,12291.0
climatology,unweighted,371,24.336908636118597,30.61994609164421,0.6495956873315364,0.5417789757412399,16,8,12291.0
persistence,unweighted,371,24.879338288409706,29.07277628032345,0.6657681940700808,0.490566037735849,16,8,12291.0
