model,against,n_cells,mean_crps_model,mean_crps_against,mean_diff,skill_score,sd_diff_cell,se_cell_naive,se_cluster_location,se_cluster_split,mean_diff_by_split,se_split_level,cells_model_better,cells_model_worse,cells_tied,splits_model_better,n_splits,win_rate_cells
reference_r1,reference_r2,371,22.08225370080863,21.94282822102426,0.13942547978436706,-0.006354034146372145,2.890831631092126,0.15008450018219754,0.10849549784197025,0.2687415390047296,0.13891970057254777,0.29176592797266643,161,210,0,4,8,0.4339622641509434
reference_r1,reference_r3,371,22.08225370080863,21.876788315363882,0.20546538544474569,-0.009391935529240891,3.3198309917178777,0.17235703723537552,0.12855500573993706,0.2987093878571672,0.21057020893543327,0.32226781108402713,169,202,0,3,8,0.4555256064690027
reference_r1,reference_r4,371,22.08225370080863,21.976912894878705,0.10534080592991987,-0.004793248552869889,2.897774901763117,0.15044497683434063,0.08364844458794773,0.2672977101511716,0.1055091917996461,0.28944033226735655,165,206,0,4,8,0.444743935309973
reference_r2,reference_r3,371,21.94282822102426,21.876788315363882,0.06603990566037865,-0.0030187203308083,1.9361175117187364,0.10051821279211892,0.11436252954893081,0.10077671644384009,0.07165050836288546,0.10840163531608038,195,176,0,2,8,0.5256064690026954
reference_r2,reference_r4,371,21.94282822102426,21.976912894878705,-0.03408467385444722,0.00155093092544345,1.9028525151408116,0.09879118022084661,0.08188469817317756,0.03222539056391186,-0.03341050877290164,0.03497862143548968,186,184,1,5,8,0.5013477088948787
reference_r3,reference_r4,371,21.876788315363882,21.976912894878705,-0.10012457951482584,0.004555898273508441,2.0209226400948275,0.1049210756805412,0.11019602481150569,0.0972302448264351,-0.10506101713578708,0.1053750775541782,184,186,1,5,8,0.49595687331536387
