model,against,n_cells,mean_crps_model,mean_crps_against,mean_diff,skill_score,sd_diff_cell,se_cell_naive,se_cluster_location,se_cluster_split,mean_diff_by_split,se_split_level,cells_model_better,cells_model_worse,cells_tied,splits_model_better,n_splits,win_rate_cells
ensemble,reference,371,19.011371735849053,21.969695783018867,-2.958324047169812,0.1346547570065309,18.53517129761391,0.96229814634443,2.344210793549639,1.7258922025121275,-2.903690314153,1.834751394164983,154,217,0,6,8,0.4150943396226415
climatology,reference,371,24.3369086361186,21.969695783018867,2.3672128530997303,-0.107749004650735,25.739278220679235,1.3363167419548885,2.6453290987830087,1.8816063379911092,2.4545986788730048,2.0194460254688344,164,207,0,2,8,0.4420485175202156
persistence,reference,371,24.879338288409706,21.969695783018867,2.9096425053908352,-0.1324389073989726,39.845598330208496,2.0686803913207106,4.113583239525493,2.906811917193043,2.902019001623448,3.053944983269715,179,192,0,2,8,0.4824797843665768
