province,split,month,h,actual,stage1_mean,stage1_se,stage2_correction,final_mean,final_se,crps_stage1,crps,fit_failed,error
LA-AT,0,2008-01,1,4.0,4.103908898730386,19.410750502675594,-4.745634216241546,0.0,19.410750502675594,4.536416804831934,4.863878451502458,False,
LA-AT,0,2008-02,2,2.0,4.80212191253651,19.7734184426588,-3.8528886278720478,0.9492332846644622,19.7734184426588,4.779101201697389,4.643219523073248,False,
LA-AT,0,2008-03,3,0.0,4.920911443366263,19.80435544110605,-3.1852439722807944,1.7356674710854687,19.80435544110605,5.113482554900363,4.688824727297372,False,
LA-BK,0,2008-01,1,1.0,0.48063019598686724,1.8765424473141747,-0.6395666757910401,0.0,1.8765424473141747,0.49552151829517654,0.6462412049486014,False,
LA-BK,0,2008-02,2,0.0,0.6566622021558151,2.0044092923989947,-0.6544765014489333,0.0021857007068817325,2.0044092923989947,0.5534847307657131,0.46842133483176485,False,
LA-BK,0,2008-03,3,0.0,0.7211343627786801,2.023108843930076,-0.6365858982174362,0.08454846456124399,2.023108843930076,0.5742653069529458,0.47419979083761876,False,
LA-BL,0,2008-01,1,10.0,4.52523927927731,32.065831760355195,0.47925177015444437,5.0044910494317545,32.065831760355195,7.865625282702532,7.803472689927215,False,
LA-BL,0,2008-02,2,7.0,10.184473297785225,38.4783743655274,-0.5894660840036535,9.595007213781571,38.4783743655274,9.097282997911094,9.061994867551165,False,
LA-BL,0,2008-03,3,1.0,17.08526817597907,41.01550710425417,-4.130110189191085,12.955157986787984,41.01550710425417,12.069977797098717,10.965543551119845,False,
LA-CH,0,2008-01,1,73.0,46.73807088172603,63.99224745934991,-13.456596228101908,33.28147465362412,63.99224745934991,19.194999632559057,24.48556853678069,False,
LA-CH,0,2008-02,2,90.0,63.30020081407488,78.41293171869822,-20.588968965780904,42.71123184829398,78.41293171869822,21.916990943486898,29.369307415918538,False,
LA-CH,0,2008-03,3,92.0,72.93081324990386,84.96319096100622,-26.453593641322094,46.47721960858177,84.96319096100622,21.55577216710967,29.359739987256525,False,
LA-HO,0,2008-01,1,0.0,0.22977145642942476,0.9715574422454025,-0.25395395582716446,0.0,0.9715574422454025,0.24862633841065293,0.22704809436757134,False,
LA-HO,0,2008-02,2,0.0,0.2819942462421852,0.9731845766686849,-0.21782728618787733,0.06416696005430789,0.9731845766686849,0.2598004887599149,0.22911560155933075,False,
LA-HO,0,2008-03,3,0.0,0.27845345331962607,0.9732329777448774,-0.1814660108311057,0.09698744248852037,0.9732329777448774,0.25900786766536554,0.2312923573625708,False,
LA-KH,0,2008-01,1,0.0,11.415042490769233,65.73653641897177,-5.706611915988586,5.708430574780647,65.73653641897177,16.15110206429242,15.559933403691812,False,
LA-KH,0,2008-02,2,0.0,9.297809215219308,112.23066276083395,0.5613978667827986,9.859207082002106,112.23066276083395,26.53486458946777,26.573047561768874,False,
LA-KH,0,2008-03,3,0.0,9.69050830037127,141.56548222396952,6.268735228610442,15.959243528981713,141.56548222396952,33.34767296505556,33.80013972082675,False,
LA-LM,0,2008-01,1,0.0,0.18600980006598797,0.7133236539002743,-0.28005914409416793,0.0,0.7133236539002743,0.18594187452140437,0.16670015507375593,False,
LA-LM,0,2008-02,2,0.0,0.1865466001665297,0.7133455148264882,-0.2320317391631458,0.0,0.7133455148264882,0.18605698656595407,0.16670526386241027,False,
LA-LM,0,2008-03,3,0.0,0.18654814930183247,0.7133455695394665,-0.205608669737726,0.0,0.7133455695394665,0.18605731747304505,0.1667052766485585,False,
LA-LP,0,2008-01,1,0.0,13.964317614138109,38.80613269509383,-6.178255847706776,7.786061766431333,38.80613269509383,11.052141551412696,9.689941700943544,False,
LA-LP,0,2008-02,2,16.0,16.537906969492333,40.45489214609463,-5.262978467623377,11.274928501868956,40.45489214609463,9.45695839682557,9.674023953640965,False,
LA-LP,0,2008-03,3,22.0,17.272788234862777,40.61413467786925,-4.507420021901777,12.765368212961,40.61413467786925,9.710576077878502,10.325397144720142,False,
LA-OU,0,2008-01,1,0.0,0.002038092365757095,0.5712735250673434,-0.0848894203151006,0.0,0.5712735250673434,0.1335066542166356,0.13350375344705884,False,
LA-OU,0,2008-02,2,0.0,0.0007828058355482215,0.6007935752838246,-0.039154257140280826,0.0,0.6007935752838246,0.1404028478157884,0.1404024409109691,False,
LA-OU,0,2008-03,3,0.0,0.001555952479635101,0.7349383831127196,-0.010914931811239665,0.0,0.7349383831127196,0.1717527228956858,0.1717514087254337,False,
LA-PH,0,2008-01,1,,0.03749040424662971,0.388467396929649,-0.11181698843748264,0.0,0.388467396929649,,,False,
