model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total,origin,kind,node,seeded,wall_clock_seconds,seconds_per_split,skill_vs_reference
persistence,cases,371,86.59836223090065,108.46757790253032,0.4269790903913432,0.2351313969571231,16,8,12291.0,ours,local-mlproject,analysis/03_models/01_baselines/01_persistence/a_empiricalChange,False,18.5,2.3,0.19125750039493117
ensemble,cases,371,89.2793940886014,124.24399967455862,0.693108778781222,0.4255146041819217,16,8,12291.0,ours,local-mlproject,analysis/03_models/03_candidate/c_ensemble,True,69.0,8.6,0.16621933165524527
climatology,cases,371,102.89885811317224,131.10975510536164,0.3659588316654462,0.279635505654544,16,8,12291.0,ours,local-mlproject,analysis/03_models/01_baselines/02_climatology/a_expandingWindow,False,17.1,2.1,0.039027095049846805
reference_r2,cases,371,106.02608799536245,126.6835489382475,0.6324953217801643,0.4718900008136034,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.00982188092560421
reference,cases,371,107.07779333123833,128.20097022211374,0.6200878691725653,0.4641404279554145,16,8,12291.0,external,repeat-mean,analysis/03_models/02_reference,False,623.7,19.5,0.0
reference_r4,cases,371,107.07834043153528,128.30876250915304,0.5874216906679685,0.446668293873566,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,-5.109372167133586e-06
reference_r3,cases,371,107.33462148124644,129.21751688227158,0.6467333821495403,0.4631844439020421,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,-0.0023985192635940233
reference_r1,cases,371,107.87212341680905,128.59405255878286,0.6137010820925881,0.4748189732324465,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,-0.007418252289842275
