model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
persistence,cases,371,86.59836223090065,108.46757790253032,0.4269790903913432,0.2351313969571231,16,8,12291.0
ensemble,cases,371,89.2793940886014,124.24399967455862,0.693108778781222,0.4255146041819217,16,8,12291.0
climatology,cases,371,102.89885811317224,131.10975510536164,0.3659588316654462,0.279635505654544,16,8,12291.0
reference,cases,371,107.07779333123833,128.20097022211374,0.6200878691725653,0.4641404279554145,16,8,12291.0
