location,time_period,horizon_distance,model,against,crps_model,crps_against,split_first_period,diff,weight
LA-AT,200801,1,persistence,reference,3.417114,2.6610562499999997,200801,0.7560577500000005,4.0
LA-AT,200802,2,persistence,reference,1.554761,1.2358665,200801,0.3188945000000001,2.0
LA-AT,200803,3,persistence,reference,0.0719689999999997,0.158083,200801,-0.0861140000000003,0.0
LA-AT,200804,1,persistence,reference,0.0471139999999998,0.5479245000000001,200804,-0.5008105000000004,0.0
LA-AT,200805,2,persistence,reference,3.342761,1.5701835000000002,200804,1.7725774999999997,4.0
LA-AT,200806,3,persistence,reference,8.929969,4.09542425,200804,4.83454475,10.0
LA-AT,200807,1,persistence,reference,3.450605,3.5103779999999993,200807,-0.05977299999999941,6.0
LA-AT,200808,2,persistence,reference,0.8260830000000001,6.5355064999999986,200807,-5.709423499999998,11.0
LA-AT,200809,3,persistence,reference,12.807472,16.240237,200807,-3.432765,24.0
LA-AT,200810,1,persistence,reference,21.839211,29.598363,200810,-7.759152,47.0
LA-AT,200811,2,persistence,reference,17.716617,31.3012415,200810,-13.5846245,43.0
LA-AT,200812,3,persistence,reference,0.8262919999999996,16.656782500000002,200810,-15.830490500000003,23.0
LA-AT,200901,1,persistence,reference,4.403041999999999,9.469888,200901,-5.066846,18.0
LA-AT,200902,2,persistence,reference,21.580328,38.8645575,200901,-17.284229499999995,46.0
LA-AT,200903,3,persistence,reference,51.660003,60.66895825,200901,-9.00895525,77.0
LA-AT,200904,1,persistence,reference,20.870388,55.9592895,200904,-35.0889015,99.0
LA-AT,200905,2,persistence,reference,74.407714,44.748095250000006,200904,29.659618749999993,0.0
LA-AT,200906,3,persistence,reference,50.686121,36.11213125,200904,14.573989750000003,24.0
LA-AT,200907,1,persistence,reference,38.397211,46.643985,200907,-8.246774000000002,64.0
LA-AT,200908,2,persistence,reference,2.492617,14.598239499999998,200907,-12.105622499999999,21.0
LA-AT,200909,3,persistence,reference,6.1402920000000005,10.366694999999996,200907,-4.226402999999996,17.0
LA-AT,200910,1,persistence,reference,12.098028,5.857989250000001,200910,6.240038749999998,4.0
LA-AT,200911,2,persistence,reference,0.8285939999999998,6.55517575,200910,-5.72658175,16.0
LA-AT,200912,3,persistence,reference,9.930269,5.1014745,200910,4.828794499999999,6.0
LA-BK,200801,1,persistence,reference,0.702799,0.8516757500000001,200801,-0.1488767500000001,1.0
LA-BK,200802,2,persistence,reference,0.0441579999999999,0.013125,200801,0.0310329999999999,0.0
LA-BK,200803,3,persistence,reference,0.04958,0.00330275,200801,0.04627725,0.0
LA-BK,200804,1,persistence,reference,0.0387989999999999,0.0335382499999999,200804,0.0052607500000000015,0.0
LA-BK,200805,2,persistence,reference,11.132158,10.75592375,200804,0.3762342500000013,12.0
LA-BK,200806,3,persistence,reference,51.985580000000006,51.01903525,200804,0.9665447500000042,53.0
LA-BK,200807,1,persistence,reference,50.223598,2.2108352499999993,200807,48.01276275,2.0
LA-BK,200808,2,persistence,reference,43.128316,5.709883,200807,37.418433,9.0
LA-BK,200809,3,persistence,reference,19.03516,20.839684500000004,200807,-1.804524500000003,33.0
LA-BK,200810,1,persistence,reference,14.223598,20.952673249999997,200810,-6.729075249999996,48.0
LA-BK,200811,2,persistence,reference,21.128316,46.351113,200810,-25.222796999999996,55.0
LA-BK,200812,3,persistence,reference,27.03516,2.8899185,200810,24.1452415,5.0
LA-BK,200901,1,persistence,reference,3.438492,0.5276985000000001,200901,2.9107935,1.0
LA-BK,200902,2,persistence,reference,4.3407670000000005,0.3994689999999999,200901,3.9412980000000006,0.0
LA-BK,200903,3,persistence,reference,3.355307,0.800808,200901,2.554499,1.0
LA-BK,200904,1,persistence,reference,1.589023,1.3798334999999995,200904,0.20918950000000058,3.0
LA-BK,200905,2,persistence,reference,72.11584199999999,49.608502,200904,22.507339999999985,74.0
LA-BK,200906,3,persistence,reference,214.019436,153.58749124999997,200904,60.43194475000004,216.0
LA-BK,200907,1,persistence,reference,3.439598,185.48280275,200907,-182.04320475,212.0
LA-BK,200908,2,persistence,reference,105.128316,87.622269,200907,17.506046999999995,110.0
LA-BK,200909,3,persistence,reference,163.03516,38.030559,200907,125.004601,52.0
LA-BK,200910,1,persistence,reference,20.223598,21.213955499999997,200910,-0.9903574999999982,31.0
LA-BK,200911,2,persistence,reference,46.128316,14.2892205,200910,31.8390955,5.0
LA-BK,200912,3,persistence,reference,47.03516,4.03570175,200910,42.999458249999996,4.0
LA-BL,200801,1,persistence,reference,5.383502,5.31343575,200801,0.07006625,10.0
LA-BL,200802,2,persistence,reference,4.609445999999998,5.9210305000000005,200801,-1.3115845000000022,7.0
LA-BL,200803,3,persistence,reference,4.952254,0.4848175,200801,4.4674365,1.0
LA-BL,200804,1,persistence,reference,2.695502000000001,1.68830275,200804,1.007199250000001,3.0
LA-BL,200805,2,persistence,reference,7.897445999999999,6.7524820000000005,200804,1.144963999999998,15.0
LA-BL,200806,3,persistence,reference,9.692254000000002,7.186812250000001,200804,2.505441750000001,19.0
LA-BL,200807,1,persistence,reference,8.23891,19.69398425,200807,-11.45507425,31.0
LA-BL,200808,2,persistence,reference,9.221346999999998,19.49764625,200807,-10.276299250000001,32.0
LA-BL,200809,3,persistence,reference,9.298677,17.793982749999998,200807,-8.495305749999998,30.0
LA-BL,200810,1,persistence,reference,16.470322000000003,9.48794825,200810,6.9823737500000025,5.0
LA-BL,200811,2,persistence,reference,12.262498,4.262294499999999,200810,8.000203500000001,12.0
LA-BL,200812,3,persistence,reference,17.99097,1.00282425,200810,16.98814575,1.0
LA-BL,200901,1,persistence,reference,2.511502,0.8368965000000002,200901,1.6746055,2.0
LA-BL,200902,2,persistence,reference,3.6934460000000016,1.602468,200901,2.0909780000000016,3.0
LA-BL,200903,3,persistence,reference,4.9942540000000015,1.0300447499999998,200901,3.9642092500000015,0.0
LA-BL,200904,1,persistence,reference,2.5010209999999997,0.8700117499999999,200904,1.63100925,2.0
LA-BL,200905,2,persistence,reference,3.323820999999999,3.0732452500000007,200904,0.2505757499999981,0.0
LA-BL,200906,3,persistence,reference,5.582812999999998,4.474078499999999,200904,1.1087344999999988,7.0
LA-BL,200907,1,persistence,reference,17.514046,21.312487500000003,200907,-3.7984415000000027,35.0
LA-BL,200908,2,persistence,reference,4.609358000000002,6.342195750000002,200907,-1.7328377499999998,9.0
LA-BL,200909,3,persistence,reference,6.933896999999998,6.071474000000006,200907,0.8624229999999926,0.0
LA-BL,200910,1,persistence,reference,2.3170210000000004,5.74846125,200910,-3.4314402499999996,1.0
LA-BL,200911,2,persistence,reference,3.4678210000000007,2.324044,200910,1.1437770000000005,2.0
LA-BL,200912,3,persistence,reference,4.764813,0.7149135000000001,200910,4.0498995,1.0
LA-CH,200801,1,persistence,reference,9.094472000000003,32.22063025,200801,-23.126158249999996,73.0
LA-CH,200802,2,persistence,reference,19.277769,51.74621,200801,-32.468441,90.0
LA-CH,200803,3,persistence,reference,22.452036999999997,56.41992375,200801,-33.967886750000005,92.0
LA-CH,200804,1,persistence,reference,16.585575000000002,30.569179250000005,200804,-13.983604250000003,69.0
LA-CH,200805,2,persistence,reference,17.207692,59.56713325,200804,-42.359441249999996,113.0
LA-CH,200806,3,persistence,reference,145.733314,127.994391,200804,17.738923000000014,295.0
LA-CH,200807,1,persistence,reference,103.949944,92.872093,200807,11.077850999999995,162.0
LA-CH,200808,2,persistence,reference,112.642802,84.55639675,200807,28.08640525,143.0
LA-CH,200809,3,persistence,reference,73.553239,117.06285950000002,200807,-43.50962050000001,185.0
LA-CH,200810,1,persistence,reference,31.000921000000005,44.70905625,200810,-13.708135249999998,140.0
LA-CH,200811,2,persistence,reference,58.287541,38.30904725,200810,19.97849375,102.0
LA-CH,200812,3,persistence,reference,74.65110700000001,32.239712749999995,200810,42.411394250000015,73.0
LA-CH,200901,1,persistence,reference,28.518953000000003,11.064209000000002,200901,17.454744,31.0
LA-CH,200902,2,persistence,reference,18.940767,27.10090875,200901,-8.160141749999998,48.0
LA-CH,200903,3,persistence,reference,16.500345000000003,24.197382,200901,-7.697036999999998,60.0
LA-CH,200904,1,persistence,reference,28.357396,40.29434175,200904,-11.93694575,102.0
LA-CH,200905,2,persistence,reference,10.360133000000005,90.71444925,200904,-80.35431625,66.0
LA-CH,200906,3,persistence,reference,41.64690100000001,89.96061525000002,200904,-48.31371425000001,124.0
LA-CH,200907,1,persistence,reference,7.347732000000001,69.69051425,200907,-62.342782250000006,122.0
LA-CH,200908,2,persistence,reference,14.241996999999998,64.05473375,200907,-49.81273675,110.0
LA-CH,200909,3,persistence,reference,20.237556,60.14375299999999,200907,-39.90619699999999,105.0
LA-CH,200910,1,persistence,reference,31.559768,19.69396475,200910,11.865803249999999,59.0
LA-CH,200911,2,persistence,reference,48.322561,16.660675,200910,31.661886,35.0
LA-CH,200912,3,persistence,reference,48.408425,12.150316750000002,200910,36.25810825,32.0
LA-HO,200801,1,persistence,reference,0.8303219999999999,0.01277425,200801,0.8175477499999999,0.0
LA-HO,200802,2,persistence,reference,0.8292019999999999,0.0025044999999999,200801,0.8266975,0.0
LA-HO,200803,3,persistence,reference,0.820377,0.0102132499999999,200801,0.8101637500000001,0.0
LA-HO,200804,1,persistence,reference,0.0149129999999999,0.0147694999999999,200804,0.00014349999999999953,0.0
LA-HO,200805,2,persistence,reference,0.013793,0.024072,200804,-0.010279,0.0
LA-HO,200806,3,persistence,reference,0.015768,0.032108,200804,-0.016339999999999997,0.0
LA-HO,200807,1,persistence,reference,0.0149129999999999,0.3170805,200807,-0.3021675000000001,0.0
LA-HO,200808,2,persistence,reference,0.013793,0.3408955,200807,-0.3271025,0.0
LA-HO,200809,3,persistence,reference,0.809768,0.6987869999999999,200807,0.11098100000000011,1.0
LA-HO,200810,1,persistence,reference,0.8303219999999999,0.06632575,200810,0.7639962499999999,0.0
LA-HO,200811,2,persistence,reference,0.8292019999999999,0.0157122499999999,200810,0.81348975,0.0
LA-HO,200812,3,persistence,reference,0.0263769999999999,0.8791059999999999,200810,-0.8527290000000001,1.0
LA-HO,200901,1,persistence,reference,0.8303219999999999,0.019891,200901,0.8104309999999999,0.0
LA-HO,200902,2,persistence,reference,0.8292019999999999,0.03315025,200901,0.7960517499999998,0.0
LA-HO,200903,3,persistence,reference,0.820377,0.0402902499999999,200901,0.7800867500000002,0.0
LA-HO,200904,1,persistence,reference,0.0149129999999999,0.0274757499999999,200904,-0.01256275,0.0
LA-HO,200905,2,persistence,reference,0.013793,0.03355275,200904,-0.01975975,0.0
LA-HO,200906,3,persistence,reference,0.015768,0.0799957499999999,200904,-0.06422774999999989,0.0
LA-HO,200907,1,persistence,reference,0.0149129999999999,0.3695259999999993,200907,-0.3546129999999994,0.0
LA-HO,200908,2,persistence,reference,0.013793,0.6729672499999997,200907,-0.6591742499999997,0.0
LA-HO,200909,3,persistence,reference,0.809768,0.73065325,200907,0.07911475000000001,1.0
LA-HO,200910,1,persistence,reference,0.024322,0.5578695,200910,-0.5335475000000001,1.0
LA-HO,200911,2,persistence,reference,0.023202,0.7362295000000001,200910,-0.7130275000000001,1.0
LA-HO,200912,3,persistence,reference,0.0263769999999999,0.8614855,200910,-0.8351085000000001,1.0
LA-KH,200801,1,persistence,reference,1.3149230000000005,0.94487275,200801,0.37005025000000047,0.0
LA-KH,200802,2,persistence,reference,2.0702239999999996,0.09229175,200801,1.9779322499999996,0.0
LA-KH,200803,3,persistence,reference,2.6522299999999994,0.09060975,200801,2.5616202499999994,0.0
LA-KH,200804,1,persistence,reference,1.3149230000000005,0.5217532500000002,200804,0.7931697500000003,0.0
LA-KH,200805,2,persistence,reference,2.0702239999999996,1.0401967500000002,200804,1.0300272499999994,0.0
LA-KH,200806,3,persistence,reference,3.0462299999999978,2.4287465,200804,0.6174834999999979,1.0
LA-KH,200807,1,persistence,reference,2.403284000000001,4.1333565000000005,200807,-1.7300724999999995,3.0
LA-KH,200808,2,persistence,reference,2.5886239999999994,4.752306499999998,200807,-2.1636824999999984,0.0
LA-KH,200809,3,persistence,reference,4.036038999999999,4.777206500000009,200807,-0.7411675000000102,4.0
LA-KH,200810,1,persistence,reference,3.125885000000002,0.7833850000000001,200810,2.342500000000002,1.0
LA-KH,200811,2,persistence,reference,2.7576459999999976,1.422732,200810,1.3349139999999975,3.0
LA-KH,200812,3,persistence,reference,2.9661490000000015,3.1679005,200810,-0.20175149999999853,4.0
LA-KH,200901,1,persistence,reference,3.713884999999999,0.2046287499999999,200901,3.509256249999999,0.0
LA-KH,200902,2,persistence,reference,4.333645999999998,0.0542455,200901,4.279400499999998,0.0
LA-KH,200903,3,persistence,reference,3.796149,4.35925125,200901,-0.5631022499999996,6.0
LA-KH,200904,1,persistence,reference,4.995498000000001,0.5191809999999999,200904,4.476317000000002,0.0
LA-KH,200905,2,persistence,reference,2.422528,2.58561,200904,-0.16308200000000017,6.0
LA-KH,200906,3,persistence,reference,54.16718900000001,62.22715175,200904,-8.05996274999999,80.0
LA-KH,200907,1,persistence,reference,60.490204000000006,111.56972925,200907,-51.07952524999999,155.0
LA-KH,200908,2,persistence,reference,191.180325,241.36203825,200907,-50.18171325,303.0
LA-KH,200909,3,persistence,reference,163.22992399999998,213.56451475,200907,-50.33459075000002,277.0
LA-KH,200910,1,persistence,reference,169.74701399999998,43.692454000000005,200910,126.05455999999998,85.0
LA-KH,200911,2,persistence,reference,185.115734,22.2555065,200910,162.8602275,61.0
LA-KH,200912,3,persistence,reference,175.88018300000002,30.623337999999997,200910,145.25684500000003,67.0
