model,against,weighting,n_cells,mean_crps_model,mean_crps_against,mean_diff,skill_score,sd_diff_cell,se_cell_naive,se_cluster_location,se_cluster_split,mean_diff_by_split,se_split_level,cells_model_better,cells_model_worse,cells_tied,splits_model_better,n_splits,win_rate_cells
persistence,reference,cases,371,86.59836223090068,116.49777739498413,-29.899415164083482,0.2566522369153009,76.69244479527869,9.534863473160017,21.456660426670513,13.703892859332111,-18.10145558757833,11.470472496655487,190,181,0,5,8,0.5121293800539084
persistence,reference_r1,cases,371,86.59836223090068,114.44826061638597,-27.849898385485318,0.24334051243324817,76.74430554954971,9.54131111233633,21.04954138138789,14.042401437893135,-16.58777164587331,11.746577390695302,176,195,0,5,8,0.4743935309973046
persistence,reference_r2,cases,371,86.59836223090068,119.28554757098689,-32.68718534008623,0.2740246912194795,81.10676771985797,10.083678503436573,22.769572556938765,14.777443077321061,-20.31874738537625,12.286361926987071,180,191,0,6,8,0.48517520215633425
persistence,reference_r3,cases,371,86.59836223090068,116.73681991278171,-30.138457681881047,0.25817439351524707,74.74858825527437,9.293191600919855,20.393496501532677,12.647463381326716,-18.59211710031927,10.705687373542117,178,193,0,6,8,0.4797843665768194
persistence,reference_r4,cases,371,86.59836223090068,115.52048147978196,-28.92211924888131,0.25036356218739575,76.69713986087616,9.535447191798653,21.66816207269902,13.498645745507119,-16.9071862187445,11.446281927367115,173,198,0,5,8,0.46630727762803237
ensemble,reference,cases,371,90.41046637564071,116.49777739498413,-26.08731101934342,0.22392968864027973,42.522458099654024,5.286646339227517,13.897999423185212,9.558446380633887,-14.893217996228671,7.393475347255941,167,204,0,7,8,0.4501347708894879
ensemble,reference_r1,cases,371,90.41046637564071,114.44826061638597,-24.037794240745257,0.21003197524614614,42.12863406155738,5.237683779151048,13.506749968444435,9.541493757179303,-13.37953405452365,7.2720007638523905,153,218,0,6,8,0.4123989218328841
ensemble,reference_r2,cases,371,90.41046637564071,119.28554757098689,-28.875081195346173,0.24206688725775938,44.27197065659906,5.504156205024322,15.121961444410552,10.052953806161156,-17.11050979402659,8.021114275755675,176,195,0,7,8,0.4743935309973046
ensemble,reference_r3,cases,371,90.41046637564071,116.73681991278171,-26.326353537140992,0.22551885135135918,42.57772708330499,5.293517709866685,12.940482191018665,8.923802570785826,-15.383879508969612,6.91232307768247,161,210,0,6,8,0.4339622641509434
ensemble,reference_r4,cases,371,90.41046637564071,115.52048147978196,-25.110015104141254,0.21736418323824191,45.78012988829379,5.691659581769986,14.122426391823916,10.01330435806469,-13.698948627394838,7.869711296397359,152,219,0,6,8,0.40970350404312667
climatology,reference,cases,371,102.89885811317224,116.49777739498413,-13.598919281811899,0.11673114788881278,56.361720035608414,7.007226162714233,10.707697139700754,12.592969734955735,-3.660054469905668,7.0226728108934555,172,199,0,3,8,0.4636118598382749
climatology,reference_r1,cases,371,102.89885811317224,114.44826061638597,-11.549402503213733,0.10091374426323219,56.099065192055356,6.974571341492563,10.40434281895925,12.479284938544904,-2.1463705282006456,7.042816952632065,162,209,0,3,8,0.4366576819407008
climatology,reference_r2,cases,371,102.89885811317224,119.28554757098689,-16.386689457814647,0.13737363655109125,55.50067834842982,6.900176309839381,11.474215610084396,12.479461690796171,-5.877346267703583,7.256357756672374,170,201,0,4,8,0.4582210242587601
climatology,reference_r3,cases,371,102.89885811317224,116.73681991278171,-13.837961799609472,0.11853982154001041,57.552562499431744,7.155278820846419,10.182612259527597,12.481519216770382,-4.150715982646608,6.880913692743144,171,200,0,2,8,0.4609164420485175
climatology,reference_r4,cases,371,102.89885811317224,115.52048147978196,-12.621623366609729,0.10925874966006544,59.81405049997348,7.4364405361746355,10.973286365107345,13.176517724531156,-2.4657851010718344,7.479818619361658,166,205,0,2,8,0.4474393530997305
