model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
persistence,cases,371,86.59836223090065,108.46757790253032,0.4269790903913432,0.2351313969571231,16,8,12291.0
ensemble,cases,371,90.41046637564072,127.96220811976242,0.6932714994711577,0.4346269628183223,16,8,12291.0
climatology,cases,371,102.89885811317224,131.10975510536164,0.3659588316654462,0.279635505654544,16,8,12291.0
reference,cases,371,116.49777739498414,161.7622650720039,0.6419738019689204,0.1823285330729802,16,8,12291.0
