model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total,origin,kind,node,seeded,wall_clock_seconds,seconds_per_split,skill_vs_reference
ensemble,population,371,28.576665035953052,34.24994874246968,0.9199400718479612,0.7729833366562269,16,8,12291.0,ours,local-mlproject,analysis/03_models/03_candidate/c_ensemble,True,,,0.2288042945821136
persistence,population,371,33.74413311106453,42.2105468438364,0.7712427293645007,0.5673678308694702,16,8,12291.0,ours,local-mlproject,analysis/03_models/01_baselines/01_persistence/a_empiricalChange,False,,,0.08935033162330774
reference_r4,population,371,36.80755804405823,50.18405007528301,0.8531649440512394,0.5657062310644656,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.006677978176098276
reference_r2,population,371,36.88202838346441,51.26032616556796,0.8410155595162553,0.5626027538094391,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.004668254303183184
reference_r1,population,371,36.888066524628165,49.65669010586048,0.843846422374979,0.5616080161267833,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,0.004505303569487085
reference,population,371,37.05501059613431,50.59535301567096,0.8380941718369861,0.5621860843573698,16,8,12291.0,external,repeat-mean,analysis/03_models/02_reference,False,,,0.0
reference_r3,population,371,37.64238943238645,51.28034571597238,0.8143497614054709,0.5588273364287911,16,8,12291.0,external,chapkit-service,analysis/03_models/02_reference,False,,,-0.015851536048768988
climatology,population,371,39.31154324476414,51.89149945190622,0.666951855166311,0.5260672824230784,16,8,12291.0,ours,local-mlproject,analysis/03_models/01_baselines/02_climatology/a_expandingWindow,False,,,-0.06089682912856165
