model,against,weighting,split_first_period,n_cells,mean_diff,crps_model,crps_against
ensemble,reference,population,200801,45,-0.0033389793769376492,9.052561198812754,9.05590017818969
ensemble,reference,population,200804,45,1.7493019685922622,29.947828739380604,28.19852677078834
ensemble,reference,population,200807,45,-7.651645735256016,33.713743679338705,41.36538941459472
ensemble,reference,population,200810,45,-1.1240625742665038,22.251236890503453,23.375299464769952
ensemble,reference,population,200901,48,-0.047320963109557926,7.491522432488339,7.5388433955978975
ensemble,reference,population,200904,48,-17.779080204749093,20.34256243525868,38.12164264000777
ensemble,reference,population,200907,47,-30.02456732568655,59.748794521426646,89.77336184711321
ensemble,reference,population,200910,48,-12.771995880211188,45.985995889297996,58.757991769509175
ensemble,reference_r1,population,200801,45,0.1600826787849057,9.052561198812754,8.892478520027847
ensemble,reference_r1,population,200804,45,2.539047261754504,29.947828739380604,27.408781477626103
ensemble,reference_r1,population,200807,45,-7.773716400254206,33.713743679338705,41.487460079592914
ensemble,reference_r1,population,200810,45,-1.7459269377433424,22.251236890503453,23.997163828246794
ensemble,reference_r1,population,200901,48,-0.00209906455148815,7.491522432488339,7.493621497039827
ensemble,reference_r1,population,200904,48,-16.988560475590194,20.34256243525868,37.33112291084887
ensemble,reference_r1,population,200907,47,-30.463230074591955,59.748794521426646,90.2120245960186
ensemble,reference_r1,population,200910,48,-12.048588575702492,45.985995889297996,58.03458446500048
ensemble,reference_r2,population,200801,45,0.09757248766987979,9.052561198812754,8.954988711142873
ensemble,reference_r2,population,200804,45,1.4741792878716,29.947828739380604,28.473649451509008
ensemble,reference_r2,population,200807,45,-7.424196410155404,33.713743679338705,41.13794008949411
ensemble,reference_r2,population,200810,45,-1.9537807953173987,22.251236890503453,24.20501768582085
ensemble,reference_r2,population,200901,48,-0.07540991594856582,7.491522432488339,7.5669323484369055
ensemble,reference_r2,population,200904,48,-17.256980819980924,20.34256243525868,37.5995432552396
ensemble,reference_r2,population,200907,47,-29.611251512898228,59.748794521426646,89.36004603432488
ensemble,reference_r2,population,200910,48,-11.531249324163484,45.985995889297996,57.51724521346147
ensemble,reference_r3,population,200801,45,-0.39619124728689487,9.052561198812754,9.448752446099647
ensemble,reference_r3,population,200804,45,0.5658611276902855,29.947828739380604,29.38196761169032
ensemble,reference_r3,population,200807,45,-7.484355616015897,33.713743679338705,41.1980992953546
ensemble,reference_r3,population,200810,45,0.8113410673666187,22.251236890503453,21.43989582313683
ensemble,reference_r3,population,200901,48,-0.21324964784459327,7.491522432488339,7.7047720803329325
ensemble,reference_r3,population,200904,48,-19.570091959030318,20.34256243525868,39.912654394289
ensemble,reference_r3,population,200907,47,-30.987530667959717,59.748794521426646,90.73632518938636
ensemble,reference_r3,population,200910,48,-15.053222009332075,45.985995889297996,61.03921789863006
ensemble,reference_r4,population,200801,45,0.12518016332435797,9.052561198812754,8.927381035488395
ensemble,reference_r4,population,200804,45,2.41812019705266,29.947828739380604,27.529708542327946
ensemble,reference_r4,population,200807,45,-7.924314514598561,33.713743679338705,41.63805819393727
ensemble,reference_r4,population,200810,45,-1.607883631371894,22.251236890503453,23.859120521875344
ensemble,reference_r4,population,200901,48,0.1014747759064145,7.491522432488339,7.390047656581925
ensemble,reference_r4,population,200904,48,-17.300687564394924,20.34256243525868,37.643249999653605
ensemble,reference_r4,population,200907,47,-29.036257047296296,59.748794521426646,88.78505156872293
ensemble,reference_r4,population,200910,48,-12.4549236116467,45.985995889297996,58.44091950094469
persistence,reference,population,200801,45,6.479624441767795,15.535524619957485,9.05590017818969
persistence,reference,population,200804,45,-2.1167049502288786,26.081821820559465,28.19852677078834
persistence,reference,population,200807,45,1.6637849796536974,43.029174394248415,41.36538941459472
persistence,reference,population,200810,45,3.6032707544316716,26.978570219201625,23.375299464769952
persistence,reference,population,200901,48,15.210495688530305,22.749339084128202,7.5388433955978975
persistence,reference,population,200904,48,-18.93070324352841,19.19093939647936,38.12164264000777
