model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
persistence,cases,371,86.59836223090065,108.46757790253031,0.42697909039134324,0.2351313969571231,16,8,12291.0
ensemble,cases,371,90.41046637564071,127.96220811976242,0.6932714994711577,0.43462696281832236,16,8,12291.0
climatology,cases,371,102.89885811317224,131.10975510536164,0.36595883166544624,0.279635505654544,16,8,12291.0
reference_r1,cases,371,114.44826061638597,158.90602880156212,0.6702465218452526,0.23049385729395494,16,8,12291.0
reference_r4,cases,371,115.52048147978196,160.06386787079978,0.6556016597510373,0.1886746399804735,16,8,12291.0
reference,cases,371,116.49777739498414,161.7622650720039,0.6419738019689204,0.18232853307298022,16,8,12291.0
reference_r3,cases,371,116.73681991278171,166.09246603205597,0.6609714425189163,0.1488080709462208,16,8,12291.0
reference_r2,cases,371,119.28554757098689,161.98669758359776,0.5810755837604752,0.16133756407127167,16,8,12291.0
