model,against,weighting,split_first_period,n_cells,mean_diff,crps_model,crps_against
ensemble,reference,unweighted,200801,45,-0.20032627222222218,4.739178622222222,4.939504894444444
ensemble,reference,unweighted,200804,45,1.626244011111111,22.015021155555555,20.388777144444443
ensemble,reference,unweighted,200807,45,-3.022367905555551,18.437950400000002,21.460318305555553
ensemble,reference,unweighted,200810,45,-0.5553490388888892,16.8877652,17.44311423888889
ensemble,reference,unweighted,200901,48,0.29080946354166665,6.1038276875,5.813018223958333
ensemble,reference,unweighted,200904,48,-6.198815989583334,18.59325075,24.792066739583333
ensemble,reference,unweighted,200907,47,-14.049879702127656,42.881238361702124,56.931118063829786
ensemble,reference,unweighted,200910,48,-2.785792177083333,21.449413354166666,24.23520553125
ensemble,reference_r1,unweighted,200801,45,-0.1263841333333335,4.739178622222222,4.8655627555555565
ensemble,reference_r1,unweighted,200804,45,2.5639277555555555,22.015021155555555,19.4510934
ensemble,reference_r1,unweighted,200807,45,-3.054771288888885,18.437950400000002,21.49272168888889
ensemble,reference_r1,unweighted,200810,45,-0.8787972888888894,16.8877652,17.76656248888889
ensemble,reference_r1,unweighted,200901,48,0.2801391458333333,6.1038276875,5.823688541666667
ensemble,reference_r1,unweighted,200904,48,-6.027955187499999,18.59325075,24.621205937499997
ensemble,reference_r1,unweighted,200907,47,-13.76821906382978,42.881238361702124,56.64945742553191
ensemble,reference_r1,unweighted,200910,48,-2.4372558541666667,21.449413354166666,23.886669208333334
ensemble,reference_r2,unweighted,200801,45,-0.13188653333333328,4.739178622222222,4.871065155555556
ensemble,reference_r2,unweighted,200804,45,-0.4872045111111121,22.015021155555555,22.502225666666668
ensemble,reference_r2,unweighted,200807,45,-2.9232697555555522,18.437950400000002,21.361220155555554
ensemble,reference_r2,unweighted,200810,45,-1.0085922000000005,16.8877652,17.8963574
ensemble,reference_r2,unweighted,200901,48,0.2628783541666666,6.1038276875,5.8409493333333335
ensemble,reference_r2,unweighted,200904,48,-5.996402354166668,18.59325075,24.58965310416667
ensemble,reference_r2,unweighted,200907,47,-13.494810489361704,42.881238361702124,56.376048851063835
ensemble,reference_r2,unweighted,200910,48,-2.595768229166668,21.449413354166666,24.045181583333335
ensemble,reference_r3,unweighted,200801,45,-0.3883469555555555,4.739178622222222,5.127525577777778
ensemble,reference_r3,unweighted,200804,45,1.687066911111111,22.015021155555555,20.327954244444445
ensemble,reference_r3,unweighted,200807,45,-3.109131466666662,18.437950400000002,21.547081866666662
ensemble,reference_r3,unweighted,200810,45,0.5106133999999999,16.8877652,16.3771518
ensemble,reference_r3,unweighted,200901,48,0.20659208333333323,6.1038276875,5.897235604166667
ensemble,reference_r3,unweighted,200904,48,-6.719674791666666,18.59325075,25.31292554166667
ensemble,reference_r3,unweighted,200907,47,-16.09225325531915,42.881238361702124,58.973491617021274
ensemble,reference_r3,unweighted,200910,48,-3.193260541666667,21.449413354166666,24.64267389583333
ensemble,reference_r4,unweighted,200801,45,-0.15468746666666675,4.739178622222222,4.893866088888889
ensemble,reference_r4,unweighted,200804,45,2.741185888888889,22.015021155555555,19.273835266666666
ensemble,reference_r4,unweighted,200807,45,-3.002299111111106,18.437950400000002,21.440249511111105
ensemble,reference_r4,unweighted,200810,45,-0.8446200666666663,16.8877652,17.732385266666665
ensemble,reference_r4,unweighted,200901,48,0.41362827083333326,6.1038276875,5.690199416666666
ensemble,reference_r4,unweighted,200904,48,-6.051231625,18.59325075,24.644482375
ensemble,reference_r4,unweighted,200907,47,-12.844235999999992,42.881238361702124,55.72547436170212
ensemble,reference_r4,unweighted,200910,48,-2.916884083333334,21.449413354166666,24.3662974375
climatology,reference,unweighted,200801,45,0.4200506611111108,5.359555555555555,4.939504894444444
climatology,reference,unweighted,200804,45,5.845326011111111,26.23410315555556,20.388777144444443
climatology,reference,unweighted,200807,45,12.233459472222224,33.693777777777775,21.460318305555553
climatology,reference,unweighted,200810,45,4.262107161111111,21.7052214,17.44311423888889
climatology,reference,unweighted,200901,48,0.017559630208333208,5.830577854166666,5.813018223958333
climatology,reference,unweighted,200904,48,-3.8261625312499987,20.965904208333335,24.792066739583333
climatology,reference,unweighted,200907,47,-5.812743999999997,51.11837406382978,56.931118063829786
climatology,reference,unweighted,200910,48,5.4633106979166675,29.698516229166668,24.23520553125
climatology,reference_r1,unweighted,200801,45,0.49399279999999945,5.359555555555555,4.8655627555555565
climatology,reference_r1,unweighted,200804,45,6.783009755555555,26.23410315555556,19.4510934
climatology,reference_r1,unweighted,200807,45,12.20105608888889,33.693777777777775,21.49272168888889
climatology,reference_r1,unweighted,200810,45,3.938658911111112,21.7052214,17.76656248888889
climatology,reference_r1,unweighted,200901,48,0.006889312499999915,5.830577854166666,5.823688541666667
climatology,reference_r1,unweighted,200904,48,-3.655301729166665,20.965904208333335,24.621205937499997
climatology,reference_r1,unweighted,200907,47,-5.531083361702119,51.11837406382978,56.64945742553191
climatology,reference_r1,unweighted,200910,48,5.8118470208333335,29.698516229166668,23.886669208333334
