model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
persistence,cases,371,86.59836223090065,108.46757790253031,0.42697909039134324,0.2351313969571231,16,8,12291.0
climatology,cases,371,102.89885811317224,131.10975510536164,0.36595883166544624,0.279635505654544,16,8,12291.0
ensemble,cases,371,108.09963500870555,139.57432267512814,0.46822878529004963,0.31933935399886093,16,8,12291.0
reference_r4,cases,371,112.87195317435523,158.5326661785046,0.6438044097306973,0.19973964689610285,16,8,12291.0
reference_r1,cases,371,114.04603459165241,158.20397038483443,0.6028801562118623,0.19274265722886666,16,8,12291.0
reference,cases,371,115.21612566729722,160.88553616467334,0.6084736799284028,0.17858595720445855,16,8,12291.0
reference_r2,cases,371,115.57236689984542,165.33935399886096,0.6282645838418355,0.1335936864372305,16,8,12291.0
reference_r3,cases,371,118.37414800333578,161.46615409649337,0.5589455699292165,0.1882678382556342,16,8,12291.0
