model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
ensemble,unweighted,371,18.843148671159028,23.483827493261455,0.862533692722372,0.77088948787062,16,8,12291.0
reference,unweighted,371,23.15028531334232,27.54009433962264,0.7668463611859838,0.6071428571428571,16,8,12291.0
climatology,unweighted,371,24.336908636118597,30.61994609164421,0.6495956873315364,0.5417789757412399,16,8,12291.0
persistence,unweighted,371,24.879338288409706,29.07277628032345,0.6657681940700808,0.490566037735849,16,8,12291.0
