model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
ensemble,unweighted,1512,52.665232497354495,73.0271164021164,0.9411375661375662,0.8214285714285714,63,8,201821.0
reference_r3,unweighted,1512,55.68342949007936,73.36772486772487,0.8716931216931217,0.6997354497354498,63,8,201821.0
reference_r2,unweighted,1512,55.78683519775132,73.50363756613757,0.8697089947089947,0.6951058201058201,63,8,201821.0
reference_r1,unweighted,1512,56.044974420634915,73.70899470899471,0.8670634920634921,0.6951058201058201,63,8,201821.0
reference,unweighted,1512,57.57021843948412,75.67212301587301,0.8695436507936508,0.6962632275132276,63,8,201821.0
persistence,unweighted,1512,60.672628321428576,76.64153439153439,0.8134920634920635,0.5542328042328042,63,8,201821.0
reference_r4,unweighted,1512,62.765634649470904,82.10813492063492,0.8697089947089947,0.6951058201058201,63,8,201821.0
climatology,unweighted,1512,65.56171811640212,82.3313492063492,0.8253968253968254,0.701058201058201,63,8,201821.0
