province,split,month,actual,stage1_mean,stage1_se,stage2_correction,stage2_abstained,final_mean,final_se,crps,fit_failed,error
LA-AT,0,2008-01,4.0,4.103908898730386,19.410750502675594,-2.622032557552039,False,1.4818763411783467,19.410750502675594,4.66633566521447,False,
LA-AT,0,2008-02,2.0,4.80212191253651,19.7734184426588,-3.070260786640155,False,1.731861125896355,19.7734184426588,4.6223991516478655,False,
LA-AT,0,2008-03,0.0,4.920911443366263,19.80435544110605,-2.008607861486013,False,2.9123035818802503,19.80435544110605,4.79872418362545,False,
LA-AT,1,2008-04,0.0,3.669853073058782,19.13792957457747,1.0366659099815934,False,4.706518983040375,19.13792957457747,4.931883099795676,False,
LA-AT,1,2008-05,4.0,4.339198631912654,19.494041883477173,-1.8045705108058954,False,2.534628121106759,19.494041883477173,4.599583427862603,False,
LA-AT,1,2008-06,10.0,4.448858213599773,19.522349784421518,3.446084076517316,False,7.894942290117089,19.522349784421518,4.652741108526931,False,
LA-AT,2,2008-07,6.0,5.459756750625248,18.89178816023257,1.3678567713476752,False,6.827613521972923,18.89178816023257,4.429377816221399,False,
LA-AT,2,2008-08,11.0,4.6622703190376455,19.245011557062316,-0.9899367918723243,False,3.6723335271653212,19.245011557062316,5.597279684439853,False,
LA-AT,2,2008-09,24.0,4.362871799395936,19.273087013699882,7.003171505919418,False,11.366043305315355,19.273087013699882,7.6945870093265345,False,
LA-AT,3,2008-10,47.0,8.877272286016431,18.741736923977555,5.785801286689761,False,14.663073572706192,18.741736923977555,22.407220252406567,False,
LA-AT,3,2008-11,43.0,6.234502839654927,19.106670415347576,0.989089048747843,False,7.22359188840277,19.106670415347576,25.450240318859787,False,
LA-AT,3,2008-12,23.0,5.778333396601519,19.139585784418088,2.451001951836197,False,8.229335348437715,19.139585784418088,8.807435562063054,False,
LA-AT,4,2009-01,18.0,12.648449129838081,19.026742868089503,-3.043715195440086,False,9.604733934397995,19.026742868089503,5.900733418863309,False,
LA-AT,4,2009-02,46.0,10.535457652145205,19.604445059779206,-6.5991631798242025,False,3.936294472321002,19.604445059779206,31.226480722077895,False,
LA-AT,4,2009-03,77.0,10.13146299118978,19.677724429629947,-4.023802097074984,False,6.107660894114796,19.677724429629947,59.79189455516234,False,
LA-AT,5,2009-04,99.0,33.46614649163837,19.731924679249307,1.2189955283262677,False,34.68514201996464,19.731924679249307,53.18816661754986,False,
LA-AT,5,2009-05,0.0,22.92997263777933,20.591060802903005,-2.67473707642759,False,20.25523556135174,20.591060802903005,12.176974755692488,False,
LA-AT,5,2009-06,24.0,20.222480696266313,20.75254876517731,2.6997922604285236,False,22.922272956694837,20.75254876517731,4.872089721816853,False,
LA-AT,6,2009-07,64.0,23.49055415798199,20.73171719463202,6.371853143163499,False,29.86240730114549,20.73171719463202,23.303579182947885,False,
LA-AT,6,2009-08,21.0,23.107099508907414,21.676272161308784,4.884824751192909,False,27.991924260100323,21.676272161308784,5.957659020481219,False,
LA-AT,6,2009-09,17.0,22.496523438566996,21.868033730238306,4.761734481178749,False,27.258257919745745,21.868033730238306,6.995767936683577,False,
LA-AT,7,2009-10,4.0,22.53130089575577,20.850427389289425,6.393639383170811,False,28.92494027892658,20.850427389289425,15.522946720600158,False,
LA-AT,7,2009-11,16.0,24.20081714562291,21.733798622154293,4.8832942450051,False,29.08411139062801,21.733798622154293,8.129914188838985,False,
LA-AT,7,2009-12,6.0,25.553085087465345,21.930409239224854,2.5071981849089937,False,28.06028327237434,21.930409239224854,13.300634891920183,False,
LA-BK,0,2008-01,1.0,0.48063019598686724,1.8765424473141747,-0.5080089011274455,False,-0.02737870514057822,1.8765424473141747,0.6574919539576407,False,
LA-BK,0,2008-02,0.0,0.6566622021558151,2.0044092923989947,-0.36327306444614954,False,0.2933891377096655,2.0044092923989947,0.48552200592804756,False,
LA-BK,0,2008-03,0.0,0.7211343627786801,2.023108843930076,-0.04406361452827866,False,0.6770707482504015,2.023108843930076,0.562354014641483,False,
LA-BK,1,2008-04,0.0,0.473294023990439,1.8533074055003906,0.023104443734685398,False,0.4963984677251244,1.8533074055003906,0.4858362207386409,False,
LA-BK,1,2008-05,12.0,0.6463410728300799,1.9790222486855704,0.06304298329846436,False,0.7093840561285443,1.9790222486855704,10.174072209369564,False,
LA-BK,1,2008-06,53.0,0.7096110056714757,1.9972994809545028,0.48730473484258885,False,1.1969157405140645,1.9972994809545028,50.67622869710606,False,
LA-BK,2,2008-07,2.0,73.11411427880076,4.442028923635535,1.5171825840403104,False,74.63129686284107,4.442028923635535,70.12515041430805,False,
LA-BK,2,2008-08,9.0,83.71338982368334,7.951071300411221,0.5869447761535289,False,84.30033459983687,7.951071300411221,70.81442299409935,False,
LA-BK,2,2008-09,33.0,89.19752486576202,11.088468356834797,-1.2753106943348458,False,87.92221417142717,11.088468356834797,48.66621735008355,False,
LA-BK,3,2008-10,48.0,17.18327853284533,5.6990445684545,0.8522005572988876,False,18.035479090144214,5.6990445684545,26.749179476389145,False,
LA-BK,3,2008-11,55.0,17.72378756108573,5.872435374404949,-0.3951539235941661,False,17.328633637491563,5.872435374404949,34.35819949433513,False,
LA-BK,3,2008-12,5.0,17.705328093538963,6.076809908613871,-1.009946008068876,False,16.695382085470087,6.076809908613871,8.392914046892454,False,
LA-BK,4,2009-01,1.0,21.407852721242254,7.287070923363495,-1.4305839084028804,False,19.977268812839373,7.287070923363495,14.887027958826943,False,
LA-BK,4,2009-02,0.0,23.77539216138364,7.82159324381208,-2.232389346141244,False,21.543002815242396,7.82159324381208,17.144008887923764,False,
LA-BK,4,2009-03,1.0,24.115146294336398,8.125718702803878,-0.6750434204258235,False,23.440102873910575,8.125718702803878,17.86971796008074,False,
LA-BK,5,2009-04,3.0,5.135309790582992,7.34850164761349,0.43128925114681493,False,5.566599041729807,7.34850164761349,2.0713408434721052,False,
LA-BK,5,2009-05,74.0,7.0546724872380135,8.303628213881032,-3.7727885824649503,False,3.2818839047730632,8.303628213881032,66.03329555130199,False,
LA-BK,5,2009-06,216.0,7.913690123583673,8.600343121495827,-13.151902033099727,False,-5.238211909516054,8.600343121495827,216.38598790543153,False,
LA-BK,6,2009-07,212.0,36.152326426665354,9.989152725784399,2.918746517892746,False,39.0710729445581,9.989152725784399,167.29315113908666,False,
LA-BK,6,2009-08,110.0,52.220673864877426,11.30176044824396,0.4687605214800854,False,52.68943438635751,11.30176044824396,50.934230917121695,False,
LA-BK,6,2009-09,52.0,126.88264441445313,11.768123874214712,-1.6537138027277045,False,125.22893061172542,11.768123874214712,66.58947770487572,False,
LA-BK,7,2009-10,31.0,59.06451016668727,16.16187566132933,-2.5332600817067785,False,56.53125008498049,16.16187566132933,17.20082207504626,False,
LA-BK,7,2009-11,5.0,62.80986085324451,29.68937736374885,-2.358177820008841,False,60.45168303323567,29.68937736374885,39.41473863471763,False,
LA-BK,7,2009-12,4.0,37.31113096252758,36.9942762625542,-1.437722321703351,False,35.87340864082422,36.9942762625542,18.970338381817804,False,
LA-BL,0,2008-01,10.0,4.52523927927731,32.065831760355195,-0.582472439018062,False,3.9427668402592477,32.065831760355195,7.948745378806327,False,
LA-BL,0,2008-02,7.0,10.184473297785225,38.4783743655274,0.2820422565873315,False,10.466515554372556,38.4783743655274,9.116707612264376,False,
LA-BL,0,2008-03,1.0,17.08526817597907,41.01550710425417,-7.775748519154902,False,9.309519656824168,41.01550710425417,10.254435093175504,False,
LA-BL,1,2008-04,3.0,10.296096808465538,31.656424755814268,-4.5842539247512235,False,5.711842883714315,31.656424755814268,7.490568955872672,False,
LA-BL,1,2008-05,15.0,13.528545564122764,37.996204476750165,6.838063272792297,False,20.366608836915063,37.996204476750165,9.181412049818913,False,
LA-BL,1,2008-06,19.0,20.25950459931389,40.50708719474455,9.841666099229585,False,30.101170698543473,40.50708719474455,10.672477741701043,False,
LA-BL,2,2008-07,31.0,28.923075892989942,31.2396617549828,-1.3391075725059949,False,27.583968320483947,31.2396617549828,7.449424747280689,False,
LA-BL,2,2008-08,32.0,25.031090212568824,37.49741045338484,22.939731333695022,False,47.97082154626385,37.49741045338484,11.43637434370598,False,
LA-BL,2,2008-09,30.0,43.370544165680926,39.97556569344811,-7.582098116459761,False,35.788446049221164,39.97556569344811,9.67588522913202,False,
LA-BL,3,2008-10,5.0,20.89846427492196,30.876141053305368,13.898009169899183,False,34.796473444821146,30.876141053305368,17.87322830930342,False,
LA-BL,3,2008-11,12.0,17.80157224459062,37.06706689583982,-6.622181934338315,False,11.179390310252305,37.06706689583982,8.66963467431292,False,
LA-BL,3,2008-12,1.0,16.78113402563925,39.52025087470302,-12.635276842628926,False,4.145857183010325,39.52025087470302,9.335532076991521,False,
LA-BL,4,2009-01,2.0,10.59105596541319,30.534727826883152,-3.8262532889884255,False,6.764802676424765,30.534727826883152,7.431835787935377,False,
LA-BL,4,2009-02,3.0,13.961717439551695,36.665008773442636,2.7574624067487576,False,16.719179846300452,36.665008773442636,10.592792411727833,False,
LA-BL,4,2009-03,0.0,14.850701298079876,39.096371019187295,-0.5284704677865335,False,14.322230830293343,39.096371019187295,11.206652052651743,False,
LA-BL,5,2009-04,2.0,7.41016712838446,30.171905080990104,-8.498085956036988,False,-1.087918827652528,30.171905080990104,7.1769906724378405,False,
LA-BL,5,2009-05,0.0,15.807325360283087,36.260069603897826,11.107244329512696,False,26.914569689795783,36.260069603897826,16.097043897516517,False,
LA-BL,5,2009-06,7.0,20.051823867708222,38.68550817817715,26.84771250346114,False,46.89953637116936,38.68550817817715,24.143676683638915,False,
LA-BL,6,2009-07,35.0,17.134651823313227,29.826357424052958,23.42854643797652,False,40.56319826128975,29.826357424052958,7.383034476847859,False,
LA-BL,6,2009-08,9.0,21.54968687554024,35.875912881487594,10.097901522260884,False,31.647588397801123,35.875912881487594,13.905522177663395,False,
LA-BL,6,2009-09,0.0,23.590480709779726,38.29699056610634,3.1802827504803304,False,26.770763460260056,38.29699056610634,16.125680026298863,False,
LA-BL,7,2009-10,1.0,1.3876487714117962,29.62232276247635,-13.051501941829798,False,-11.663853170418001,29.62232276247635,9.050129716740017,False,
LA-BL,7,2009-11,2.0,10.064230149241801,35.610458426221214,-11.659745074885976,False,-1.5955149256441743,35.610458426221214,8.466691079174218,False,
LA-BL,7,2009-12,1.0,10.625991284020099,37.99892153202815,-6.388484506293409,False,4.23750677772669,37.99892153202815,8.990133013475614,False,
LA-CH,0,2008-01,73.0,46.73807088172603,63.99224745934991,-7.670697708101962,False,39.06737317362407,63.99224745934991,21.969318424772283,False,
LA-CH,0,2008-02,90.0,63.30020081407488,78.41293171869822,-1.401672651324958,False,61.89852816274992,78.41293171869822,22.29998075137044,False,
LA-CH,0,2008-03,92.0,72.93081324990386,84.96319096100622,15.59518972377737,False,88.52600297368123,84.96319096100622,19.912131118120488,False,
LA-CH,1,2008-04,69.0,97.98646907627938,63.17242882385317,6.351693745795987,False,104.33816282207536,63.17242882385317,22.449940018390595,False,
LA-CH,1,2008-05,113.0,97.9433190208146,77.31302752312375,37.32373333980431,False,135.26705236061892,77.31302752312375,20.608610985554115,False,
LA-CH,1,2008-06,295.0,108.29910248010837,83.71027054794273,10.103261199639693,False,118.40236367974806,83.71027054794273,130.4236412898195,False,
LA-CH,2,2008-07,162.0,258.5326244744787,64.67673603395158,33.100767702265635,False,291.63339217674434,64.67673603395158,94.22908205461653,False,
LA-CH,2,2008-08,143.0,247.86130040578115,79.1598042128248,53.35614342023637,False,301.21744382601753,79.1598042128248,114.90520720836109,False,
LA-CH,2,2008-09,185.0,203.64402882953058,85.74533454921553,5.183902291800814,False,208.8279311213314,85.74533454921553,22.663016155631382,False,
LA-CH,3,2008-10,140.0,147.43051349364714,64.72660119487331,12.361809783139933,False,159.79232327678707,64.72660119487331,17.52210708538852,False,
LA-CH,3,2008-11,102.0,135.50247986093444,78.41303807901858,-0.210615885063703,False,135.29186397587074,78.41303807901858,23.88047633655272,False,
LA-CH,3,2008-12,73.0,126.51634066289479,84.34605923646077,-14.770437806011547,False,111.74590285688325,84.34605923646077,26.68960162612426,False,
LA-CH,4,2009-01,31.0,86.87179376516272,63.99477195572338,-11.078461719299671,False,75.79333204586305,63.99477195572338,26.976670433140022,False,
LA-CH,4,2009-02,48.0,97.9698328732368,77.50512035136803,0.2336109518920626,False,98.20344382512886,77.50512035136803,30.650487496465054,False,
LA-CH,4,2009-03,60.0,103.42632885564089,83.33596061668176,9.170469893209606,False,112.59679874885049,83.33596061668176,32.295792491704205,False,
LA-CH,5,2009-04,102.0,70.91043037851901,63.388616929819214,13.830603581299734,False,84.74103395981874,63.388616929819214,16.676790612244968,False,
LA-CH,5,2009-05,66.0,89.35834576878105,76.94402228784098,51.77233873502981,False,141.13068450381087,76.94402228784098,45.12673641618911,False,
LA-CH,5,2009-06,124.0,130.78275431348706,82.83652802525562,13.205542332252804,False,143.98829664573987,82.83652802525562,21.273352149908053,False,
LA-CH,6,2009-07,122.0,105.0735652603224,62.811348176764966,20.936073345607355,False,126.00963860592975,62.811348176764966,14.7807752448507,False,
