model,weighting,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,n_locations,n_splits,observed_total
ensemble,unweighted,371,18.843148671159028,23.483827493261455,0.862533692722372,0.77088948787062,16,8,12291.0
reference_r1,unweighted,371,22.326886269541777,27.230458221024257,0.7250673854447439,0.5471698113207547,16,8,12291.0
reference_r3,unweighted,371,23.060169563342317,27.014824797843666,0.784366576819407,0.633423180592992,16,8,12291.0
reference,unweighted,371,23.15028531334232,27.54009433962264,0.7668463611859838,0.6071428571428571,16,8,12291.0
reference_r2,unweighted,371,23.169820765498653,27.148247978436657,0.7816711590296496,0.633423180592992,16,8,12291.0
reference_r4,unweighted,371,24.044264654986524,28.766846361185983,0.7762803234501348,0.6145552560646901,16,8,12291.0
climatology,unweighted,371,24.336908636118597,30.619946091644206,0.6495956873315364,0.5417789757412399,16,8,12291.0
persistence,unweighted,371,24.879338288409706,29.07277628032345,0.6657681940700808,0.49056603773584906,16,8,12291.0
